SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC10062,0,3,16,6,3,11,0,17,0,56,10,10,21,16,15,16,3,9,0,94,21,30,27,6,5,4,3,7,0,104,35,18,20,3,20,6,3,6,0,121,50,34,26,11,47,12,6,10,4,192,34,28,20,7,31,13,4,8,4,141,16,13,9,0,10,4,3,0,0,61,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,157,137,137,52,133,65,24,58,5,779
SSC10063,0,3,18,12,3,31,0,14,3,81,0,10,30,22,18,15,0,14,6,111,32,79,84,45,52,32,24,23,6,377,43,39,53,34,60,20,40,21,3,314,36,34,41,25,40,27,35,18,3,260,16,18,35,13,33,16,16,27,0,172,3,4,7,0,6,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,187,263,158,218,138,118,116,24,1355
SSC10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,13
SSC10065,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,8,0,23
SSC10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7
SSC10067,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,6,0,9,3,3,0,3,4,3,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,9,5,7,3,11,0,49
SSC10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14
SSC10069,0,0,0,0,0,7,0,0,0,10,0,0,3,0,0,3,0,0,0,11,3,0,0,0,3,0,0,3,0,10,3,3,8,0,3,3,4,0,0,24,10,7,10,4,11,3,3,3,3,52,11,18,7,0,5,0,0,4,4,52,5,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,32,8,20,15,6,22,8,172
SSC10070,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,10,6,3,0,0,4,0,0,3,0,20,6,5,0,0,0,3,0,0,0,19,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,3,3,3,3,3,6,4,60
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10072,0,0,10,12,3,9,0,11,4,47,4,11,15,8,10,12,0,3,3,64,3,18,11,6,10,3,0,6,3,65,25,34,19,15,15,7,0,4,4,124,56,43,32,7,35,10,7,12,3,213,30,32,16,11,20,10,7,7,6,131,8,17,9,0,9,7,7,3,3,69,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,131,158,114,64,105,57,18,53,27,728
SSC10073,0,0,7,3,3,11,0,8,0,33,4,3,8,5,3,11,0,7,0,44,4,13,25,8,15,14,8,15,0,99,11,29,22,21,25,8,8,5,3,135,19,26,32,19,25,9,17,17,0,161,17,20,16,12,24,5,12,14,0,123,3,3,0,3,4,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,91,119,68,94,62,53,65,11,613
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,4,0,22
SSC10075,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,11,0,4,0,0,3,0,0,0,0,19,8,9,5,3,4,0,0,0,0,29,5,3,0,0,3,0,0,0,0,12,10,0,0,0,0,0,0,5,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,19,10,10,13,9,0,5,3,94
SSC10076,0,0,0,0,0,3,0,3,0,6,0,0,3,0,0,0,0,3,0,7,4,0,0,3,0,0,0,3,0,15,8,4,5,0,4,0,3,0,0,21,25,4,3,3,9,4,4,7,0,51,16,4,4,4,0,3,0,6,0,36,11,0,0,0,0,0,3,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,10,19,19,14,13,13,22,3,163
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,15
SSC10078,0,0,0,0,0,8,0,6,0,25,3,3,12,5,3,8,3,16,0,60,10,27,23,19,15,9,12,18,0,128,7,10,23,12,8,3,7,20,3,107,7,7,18,13,5,8,16,14,3,95,6,4,9,8,11,3,15,12,0,71,0,4,0,0,0,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,55,87,63,47,53,61,88,6,495
SSC10079,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,10,0,3,0,0,0,0,0,3,0,5,5,0,3,8,0,3,0,0,3,29,7,0,4,5,0,0,0,4,0,18,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,8,11,10,3,5,6,15,5,79
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
SSC10081,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,3,4,12,5,0,0,0,0,3,0,23,19,9,3,0,0,4,0,9,0,47,14,8,3,6,3,0,0,3,0,43,17,0,3,0,4,3,3,3,0,41,15,0,0,0,4,0,3,7,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,84,24,15,11,18,6,4,19,0,187
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,4,0,11,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,3,3,3,0,0,4,0,27
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6
SSC10084,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,5,6,3,3,0,0,0,0,3,0,20,12,0,0,0,4,0,0,4,0,21,3,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,5,3,4,3,0,3,9,0,67
SSC10085,17,17,78,135,32,262,18,135,8,702,60,141,137,245,109,230,50,177,14,1156,160,496,259,268,217,172,73,237,16,1887,224,581,186,189,228,111,48,141,19,1720,294,640,192,194,336,118,83,169,23,2045,216,533,185,138,260,91,73,140,21,1658,82,132,28,29,47,23,19,29,17,409,14,7,3,3,11,3,0,4,5,47,0,0,0,3,3,0,0,0,0,11,1068,2542,1069,1202,1236,1012,365,1028,124,9636
SSC10086,0,5,19,23,20,63,3,31,5,173,27,85,76,83,66,99,35,68,11,549,193,536,188,172,227,144,86,171,50,1769,168,278,123,87,171,73,74,102,14,1087,99,149,101,61,145,56,76,92,15,796,67,80,80,43,59,33,65,71,13,505,16,16,12,8,9,6,21,21,7,116,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,575,1157,605,491,700,479,345,549,113,5011
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,19
SSC10088,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,3,0,11,3,0,3,4,0,0,0,3,0,11,3,0,0,4,0,3,3,4,0,17,0,9,6,7,3,5,0,3,0,33,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,14,15,3,10,5,17,0,91
SSC10089,0,0,3,7,0,9,0,3,0,18,0,3,3,0,0,0,0,3,0,5,7,12,3,3,3,0,0,9,0,32,3,15,3,3,10,0,0,3,0,44,9,7,6,10,7,8,0,9,0,53,12,21,9,6,10,4,5,3,3,68,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,30,62,28,29,25,16,9,35,3,234
SSC10090,0,10,3,39,10,41,0,8,3,119,24,98,30,74,50,45,8,20,9,356,208,734,113,121,184,115,22,62,24,1587,263,677,97,76,154,73,16,39,18,1419,192,349,57,56,104,43,18,38,14,874,102,196,41,28,86,22,14,17,10,517,23,60,16,10,39,8,4,11,3,177,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,806,2143,351,409,634,349,81,201,83,5058
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,9,3,4,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,3,0,0,0,0,22
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,3,0,20
SSC10093,0,3,12,6,10,34,6,7,0,76,0,23,18,16,23,30,0,11,3,120,30,82,30,22,31,23,8,9,0,238,77,135,38,20,53,23,5,8,5,372,87,157,50,32,79,28,13,22,3,476,33,82,33,23,47,19,17,22,0,275,5,18,17,8,16,9,0,11,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,245,501,195,128,259,160,53,91,16,1646
SSC10094,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,6,0,0,0,9,7,3,3,0,0,0,0,0,0,19,0,9,3,3,3,0,3,3,0,22,4,7,8,7,5,0,3,5,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,23,18,14,18,11,9,16,0,117
SSC10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,5,3,3,4,3,0,0,0,21,4,6,5,4,4,0,0,7,0,24,0,3,3,0,4,3,0,0,0,16,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,6,10,9,3,11,0,71
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10097,5,0,9,5,6,8,3,13,0,45,4,8,12,17,15,25,11,23,7,122,16,30,26,22,24,14,43,25,9,218,10,19,50,21,25,12,25,20,6,186,14,4,28,24,23,8,26,43,5,177,9,9,9,20,14,7,27,27,6,125,0,0,0,0,3,0,10,5,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,78,133,105,107,78,144,157,42,893
SSC10098,7,19,26,66,18,106,3,62,11,309,53,229,125,253,135,212,32,205,33,1276,390,1553,498,547,545,337,118,425,84,4501,362,938,243,225,352,148,70,153,50,2545,276,580,220,146,307,110,111,151,38,1941,145,352,152,110,219,91,110,133,20,1330,25,81,28,24,57,13,18,31,8,288,0,9,4,0,3,5,0,4,0,33,0,0,0,0,0,0,0,0,0,3,1266,3766,1295,1372,1640,1030,464,1163,238,12225
SSC10099,0,0,0,3,0,3,0,8,0,9,0,0,0,5,0,0,0,0,0,9,3,0,0,0,3,0,0,4,0,16,10,3,3,9,5,0,8,10,0,45,14,8,11,4,0,3,3,7,0,52,21,0,3,8,0,0,3,9,3,56,3,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,52,14,19,32,9,12,13,41,5,205
SSC10100,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,3,3,0,24,3,8,9,6,4,3,0,8,0,40,13,0,0,3,4,4,3,3,0,33,0,3,7,8,8,3,6,14,0,46,5,0,0,5,0,0,3,3,0,21,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,12,19,16,20,17,21,30,0,176
SSC10101,0,0,25,10,0,26,3,26,0,91,3,10,40,30,8,31,4,36,3,169,24,44,56,46,30,27,16,47,5,297,17,26,40,31,30,25,27,43,0,236,20,19,36,33,32,19,34,56,6,256,13,4,27,31,34,17,26,31,0,189,0,8,10,7,0,10,7,9,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,113,234,185,139,157,121,247,18,1295
SSC10102,3,3,24,24,13,58,5,31,4,156,10,23,35,33,20,30,12,22,0,180,39,76,83,42,62,31,20,36,11,395,64,158,89,52,78,33,48,32,10,561,85,122,67,54,98,42,50,31,10,551,52,87,49,39,46,20,41,29,3,368,4,17,11,3,10,7,10,3,0,60,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,255,489,346,249,323,220,180,180,28,2275
SSC10103,3,3,6,21,7,26,0,15,3,75,9,29,15,40,17,20,4,16,0,149,32,105,30,39,33,22,6,16,3,284,69,185,43,27,52,17,9,8,8,425,59,138,38,33,56,16,10,25,3,385,46,80,34,28,54,11,16,16,3,290,11,18,9,3,16,4,3,6,0,67,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,226,556,174,187,247,120,46,101,17,1675
SSC10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,6,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,8,3,0,35
SSC10105,0,0,0,0,0,8,0,4,3,15,0,0,0,3,0,0,0,8,0,16,0,4,14,5,5,3,3,5,3,50,5,13,11,3,5,3,5,9,0,62,10,9,3,3,8,4,5,7,0,54,11,9,3,13,9,0,7,10,0,61,12,0,0,0,3,0,3,0,5,23,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,33,33,25,32,14,28,47,13,278
SSC10106,8,15,75,58,21,176,17,87,27,477,68,201,339,260,153,355,108,439,62,1993,331,893,1048,572,494,557,380,894,190,5346,241,442,531,247,238,169,252,385,84,2596,153,218,424,210,228,134,306,416,70,2148,80,126,233,113,136,71,215,281,35,1301,16,28,33,20,25,12,23,25,4,196,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,3,901,1929,2683,1488,1289,1478,1301,2531,484,14075
SSC10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,9,0,3,3,0,0,0,0,0,0,14,0,3,5,3,0,0,0,5,0,22,0,3,4,3,0,0,0,3,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,15,10,8,4,4,0,10,0,64
SSC10108,0,4,9,9,0,22,3,6,0,65,10,26,20,23,6,11,4,10,0,102,24,69,21,24,17,7,3,8,3,187,50,134,27,9,19,13,11,7,3,279,59,136,34,16,48,10,3,3,6,310,34,129,14,14,25,9,9,4,0,241,6,34,0,3,5,4,0,3,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,189,537,128,109,127,72,35,43,13,1245
SSC10109,0,3,22,11,5,20,0,13,3,72,4,34,48,25,14,20,9,19,3,175,20,39,38,12,32,18,14,14,4,202,34,20,35,3,41,13,41,20,4,213,68,23,38,29,50,28,48,23,9,310,34,19,27,3,25,14,25,25,3,176,16,5,9,3,3,4,8,7,5,58,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,188,134,219,87,173,116,142,108,27,1207
SSC10110,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,9,0,6,0,0,0,3,0,3,0,16,8,3,0,0,3,3,3,3,0,25,3,0,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,5,6,3,7,8,19,0,77
SSC10111,8,11,38,83,9,89,6,63,3,312,17,49,106,81,26,61,9,28,5,393,72,163,105,52,66,46,6,30,6,541,227,292,117,50,133,55,10,27,22,933,301,431,156,112,176,95,18,46,28,1353,204,360,96,73,165,90,24,46,18,1071,63,108,27,14,58,31,9,14,10,331,12,17,0,3,3,0,0,3,0,41,0,0,0,0,0,0,0,0,0,4,901,1424,649,465,646,468,82,256,91,4977
SSC10112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12
SSC10113,0,0,0,0,0,10,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,10,7,0,4,0,3,0,0,0,0,11,6,9,4,3,3,4,0,4,3,35,3,9,3,4,0,0,0,0,0,24,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,20,14,10,12,11,0,10,4,103
SSC10114,5,4,25,41,10,51,3,38,5,174,7,16,41,37,7,30,7,22,6,167,33,86,64,28,39,21,4,14,4,298,78,198,60,41,64,31,8,20,3,499,111,188,63,67,80,39,13,32,8,608,70,114,50,46,60,29,15,25,3,408,22,38,3,3,11,3,4,3,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,323,649,305,267,268,208,66,150,24,2256
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,0,0,3,6,0,9,0,4,0,31,0,7,15,13,11,11,0,8,0,73,16,21,43,18,35,19,10,11,0,167,13,14,40,16,15,11,16,10,0,125,14,23,31,22,31,21,10,27,3,179,17,29,18,22,15,11,20,11,3,140,4,9,0,3,7,0,4,3,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,95,148,94,110,86,64,79,9,737
SSC10117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,3,0,0,0,0,0,0,15,8,0,3,0,0,4,0,0,0,22,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,8,5,3,0,6,0,53
SSC10118,0,0,0,3,0,6,0,0,0,10,0,3,5,4,0,3,0,0,0,17,0,3,6,3,6,0,3,9,0,28,4,10,4,0,5,4,4,6,0,34,5,11,9,3,5,7,9,7,0,56,3,8,7,3,5,0,3,7,0,33,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,34,16,25,18,18,22,3,179
SSC10119,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,3,0,0,0,10,3,4,7,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,9,7,3,0,0,6,3,6,5,0,29,3,5,4,0,0,0,3,0,0,23,3,0,0,0,0,3,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,18,18,6,10,14,7,12,0,107
SSC10120,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,3,3,0,15,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,0,0,0,0,18,5,3,0,0,3,0,5,4,0,23,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,6,6,10,3,13,11,3,75
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5
