SA2_MAINCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
101021007,0,0,0,0,0,0,3,0,4,35,34,4,74,3,0,7,78,45,0,127
101021008,0,3,0,0,0,3,3,3,12,166,82,15,256,7,12,23,285,173,6,469
101021009,0,3,0,0,0,3,3,3,8,209,90,15,311,10,8,17,331,161,0,492
101021010,0,0,0,0,0,0,3,0,3,78,24,9,117,4,8,5,122,49,4,176
101021011,0,3,0,0,0,3,3,0,5,176,77,17,268,3,0,8,272,84,0,363
101021012,0,0,0,0,0,0,0,3,9,247,74,17,334,5,7,8,345,107,3,451
101031013,0,0,0,0,0,0,0,0,0,14,11,0,28,8,0,8,33,43,0,77
101031014,0,8,0,0,0,7,3,3,10,100,91,8,191,11,9,19,206,126,10,339
101031015,0,0,0,0,0,0,0,0,0,14,20,0,41,0,0,3,41,23,0,66
101031016,0,0,0,0,0,0,0,0,4,89,44,3,135,8,4,4,143,55,0,200
101041017,0,3,0,0,0,4,6,0,15,70,83,17,172,12,11,29,201,176,0,377
101041018,3,9,0,0,0,9,5,5,20,86,105,17,207,9,6,20,228,170,3,397
101041019,0,0,0,0,0,0,3,4,5,87,99,9,190,5,11,19,212,144,5,362
101041020,0,3,0,0,0,0,0,0,3,68,69,9,146,5,5,13,162,131,3,297
101041021,0,0,0,0,0,0,0,0,0,40,42,7,82,3,0,3,90,45,0,133
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,3,0,0,0,3,3,0,3,27,37,3,74,5,3,11,83,72,3,159
101041024,0,0,0,0,0,0,0,0,3,27,39,6,73,8,0,7,81,44,0,131
101041025,0,0,0,0,0,0,6,3,8,100,130,13,237,5,12,20,262,136,8,403
101041026,0,0,0,0,0,0,6,3,10,68,90,15,171,9,3,13,184,153,5,341
101041027,0,0,0,0,0,4,4,3,11,48,98,11,154,8,8,15,163,159,3,330
101051539,3,6,0,0,0,6,18,11,32,315,264,38,621,37,46,82,703,452,18,1171
101051540,0,0,0,0,3,5,8,3,11,84,88,10,183,11,7,17,199,176,4,384
101061541,0,4,0,0,0,4,0,0,5,92,63,12,167,4,5,8,175,79,0,258
101061542,3,4,0,0,0,4,0,0,9,108,66,9,184,3,8,8,192,87,7,286
101061543,0,0,0,0,0,0,7,4,9,105,144,15,263,28,15,44,303,218,15,533
101061544,0,5,0,0,0,5,5,3,9,52,59,4,117,11,7,17,135,132,10,273
102011028,0,0,0,0,0,0,0,0,3,118,84,13,214,7,6,18,231,86,4,319
102011029,0,3,0,0,0,3,6,0,11,89,122,13,222,5,11,17,238,147,4,390
102011030,0,0,0,0,0,0,0,0,0,30,29,4,62,4,5,7,67,63,0,129
102011031,0,5,0,0,0,5,4,0,11,163,132,11,307,7,17,23,328,195,8,528
102011032,3,11,0,0,0,11,10,3,22,314,256,24,593,29,32,60,649,400,9,1056
102011033,0,0,0,0,0,0,3,0,4,107,64,3,177,4,3,8,184,92,0,276
102011034,0,0,0,0,0,0,4,0,4,113,80,4,201,10,10,17,218,133,5,359
102011035,0,0,0,0,0,0,3,0,6,112,82,13,212,9,7,21,233,118,0,354
102011036,0,0,0,0,0,0,0,0,0,104,75,8,192,4,8,12,203,126,0,328
102011037,0,0,0,0,0,0,6,0,6,72,60,10,136,6,10,15,152,114,4,266
102011038,0,0,0,0,0,0,0,0,0,101,77,13,189,11,7,15,201,77,0,280
102011039,3,3,0,0,0,5,0,0,4,192,139,15,338,12,17,22,365,160,3,526
102011040,3,6,0,0,0,10,13,9,32,304,334,32,666,44,36,73,743,613,19,1372
102011041,0,0,0,0,0,0,0,3,3,109,92,13,214,3,10,17,230,111,5,341
102011042,0,3,0,0,3,3,3,5,18,168,165,16,342,30,12,44,388,380,12,780
102011043,0,4,0,0,0,4,11,0,13,187,129,14,337,11,19,32,368,242,3,614
102021044,9,9,0,0,0,9,14,10,30,352,315,43,708,37,32,70,777,536,14,1333
102021045,4,6,0,0,0,6,8,11,20,165,196,33,398,23,26,46,439,347,8,802
102021046,0,3,0,3,3,9,3,11,17,116,109,13,239,17,25,40,282,239,9,529
102021047,0,4,0,0,0,4,7,3,11,217,177,18,412,17,16,32,449,251,3,702
102021048,4,7,0,3,4,6,15,11,35,279,284,44,607,47,58,104,708,646,20,1372
102021049,0,0,0,0,0,0,0,0,0,20,20,0,43,0,0,0,47,27,0,81
102021050,0,3,0,0,0,4,10,6,18,134,131,13,283,12,6,24,301,213,8,528
102021051,0,0,0,0,0,0,3,0,3,78,51,8,131,7,4,11,141,71,0,212
102021052,0,7,0,0,0,4,0,0,4,77,72,5,150,7,13,24,169,98,0,275
102021053,0,4,0,0,0,4,5,7,16,237,242,24,501,37,39,76,571,393,9,978
102021054,0,4,0,0,3,10,7,3,16,115,134,9,259,28,17,42,300,258,4,560
102021055,0,0,0,0,0,0,0,0,3,88,66,9,156,5,11,11,169,81,3,257
102021056,0,0,0,0,0,0,3,0,12,230,160,10,401,14,22,35,436,255,0,692
102021057,0,0,0,0,0,0,7,3,10,131,103,13,251,39,13,49,300,307,8,616
103011058,0,3,0,0,0,5,18,6,23,330,252,28,610,29,28,60,672,432,12,1118
103011059,0,3,0,0,0,3,6,5,12,159,126,15,294,18,18,38,327,202,9,537
103011060,3,4,0,0,0,4,3,0,7,56,44,7,104,0,3,6,109,73,0,181
103011061,0,3,0,0,0,3,4,3,13,42,35,5,92,13,5,14,107,75,3,182
103021062,0,0,0,0,3,3,4,3,9,54,55,11,120,20,11,29,149,133,7,283
103021063,0,0,0,0,0,0,9,0,14,87,97,6,194,14,9,27,221,220,3,441
103021064,3,3,0,0,0,3,0,0,3,49,35,8,92,5,5,16,106,108,0,206
103021065,0,3,0,0,0,3,10,7,21,97,88,18,203,11,8,27,227,188,12,429
103021066,0,0,0,0,0,0,3,0,3,25,19,3,40,4,3,9,48,65,0,113
103021067,0,0,0,3,0,5,12,0,18,132,106,11,250,17,21,41,286,258,11,551
103021068,0,0,0,0,0,0,0,3,6,32,23,4,56,4,3,7,66,64,3,133
103021069,0,4,0,0,0,4,6,0,12,70,45,8,120,5,3,11,128,95,5,227
103031070,0,0,0,0,0,0,11,4,17,113,152,14,280,19,23,42,324,349,12,688
103031071,0,0,0,0,0,0,5,3,14,70,60,15,142,16,14,28,166,140,6,312
103031072,0,0,0,0,0,0,3,3,9,133,121,10,262,6,17,30,290,200,17,505
103031073,0,0,0,0,0,0,3,0,4,19,27,3,47,6,4,11,62,95,0,155
103031074,0,5,0,0,0,4,7,3,14,64,62,9,139,18,17,30,173,161,3,336
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,3,0,0,0,4,8,0,10,78,62,7,148,15,8,22,173,125,6,297
103041077,0,4,0,0,0,9,20,13,31,288,200,32,521,32,38,78,592,419,16,1036
103041078,0,7,0,0,0,7,12,12,29,272,174,21,460,35,23,59,518,303,15,841
103041079,0,4,0,0,0,4,3,3,14,100,52,12,163,8,5,9,177,126,5,305
104011080,0,3,0,0,0,6,13,3,28,234,208,14,456,38,47,93,549,549,14,1109
104011081,0,0,0,0,3,5,9,4,16,111,126,11,248,26,15,39,287,323,12,624
104011082,0,0,0,0,0,0,8,4,15,121,169,23,310,17,24,46,355,337,13,700
104021083,0,0,0,0,0,3,0,0,3,71,102,12,182,9,8,19,202,122,5,329
104021084,0,11,0,0,3,10,18,8,40,221,265,25,509,33,30,64,573,440,21,1029
104021085,0,3,0,0,0,7,12,3,20,152,152,9,308,5,19,24,332,193,5,531
104021086,0,0,0,0,0,0,0,0,0,39,47,3,83,0,3,3,91,53,0,141
104021087,0,0,0,0,0,0,3,3,6,22,36,5,61,5,3,11,74,79,3,155
104021088,0,0,0,0,0,0,8,0,5,100,85,12,200,4,7,15,208,122,0,338
104021089,0,3,0,0,0,5,11,0,20,235,278,18,534,35,34,67,606,411,7,1023
104021090,0,0,0,0,0,0,3,0,6,47,66,3,116,4,14,15,131,94,3,232
104021091,0,4,0,0,0,7,5,7,19,135,151,25,312,16,22,39,354,225,11,594
105011092,3,3,4,0,3,8,11,7,25,54,20,8,81,11,12,20,104,132,11,246
105011093,0,3,0,0,0,0,3,6,14,49,28,11,88,6,3,9,102,66,6,172
105011094,0,5,0,0,0,5,7,8,13,34,31,10,67,15,7,18,88,128,12,227
105011095,0,0,0,0,0,4,4,4,13,43,41,6,83,9,8,18,108,94,5,206
105011096,0,7,0,0,0,8,8,11,24,58,60,8,128,18,8,28,152,223,17,393
105021097,0,8,3,0,3,12,19,15,50,222,228,39,487,49,31,80,569,468,24,1059
105021098,0,0,0,0,0,0,7,0,10,25,7,5,34,3,0,3,40,73,0,119
105031099,0,3,0,0,0,3,9,4,16,72,73,9,146,13,7,18,168,155,8,335
105031100,3,10,0,0,0,10,7,4,21,161,127,18,303,15,17,33,337,237,9,585
105031101,0,4,0,0,0,4,15,4,23,275,209,24,503,25,28,51,552,286,6,844
105031102,3,4,0,0,0,4,16,9,27,132,83,20,235,27,18,43,279,194,6,476
105031103,0,0,0,0,0,3,0,0,3,50,38,4,90,8,3,6,101,58,0,158
105031104,0,0,0,0,0,0,3,5,12,38,43,8,87,13,8,20,103,93,9,204
105031105,0,0,0,0,0,0,10,0,11,79,54,6,134,11,12,23,162,163,3,325
105031106,3,4,0,0,0,6,15,3,22,93,74,6,178,30,13,41,216,214,7,438
106011107,0,6,0,0,0,6,9,0,10,101,96,18,223,11,14,24,245,144,0,392
106011108,0,4,0,0,0,10,24,8,36,266,295,35,596,50,62,113,707,678,9,1394
106011109,0,3,0,0,0,3,3,0,4,51,72,5,134,8,10,20,151,147,0,307
106011110,0,0,0,0,0,4,4,3,7,75,94,7,173,9,11,16,188,150,3,347
106011111,5,10,3,3,5,11,23,9,42,195,209,27,439,52,36,84,525,491,20,1033
106011112,0,3,0,0,0,3,9,0,13,189,176,22,385,28,25,54,445,251,8,699
106011113,0,0,0,0,0,0,0,0,3,42,31,7,81,0,0,3,84,34,0,111
106021114,3,3,0,0,0,3,0,0,6,91,85,10,179,19,3,23,200,123,4,331
106021115,6,9,0,0,0,13,9,3,27,416,298,42,752,43,44,89,841,563,9,1413
106021116,0,0,0,0,0,0,0,0,7,94,69,7,171,7,3,10,176,67,5,253
106021117,0,7,0,0,0,5,16,6,23,285,269,34,586,50,48,98,684,511,6,1201
106021118,0,0,0,0,0,0,3,0,4,141,99,8,246,13,9,23,273,105,3,384
106031119,0,0,0,0,0,0,6,0,3,64,59,15,137,6,7,11,149,90,0,242
106031120,0,0,0,0,0,0,0,0,3,60,87,7,151,8,11,24,172,153,4,329
106031121,5,3,0,0,0,3,4,0,8,212,226,22,465,22,25,48,513,317,9,840
106031122,0,6,3,0,5,9,10,9,25,201,195,26,421,40,33,69,488,457,10,951
106031123,0,0,0,0,0,0,0,0,0,53,33,3,88,4,3,11,99,36,0,142
106031124,0,0,0,0,0,0,0,0,0,32,36,4,68,0,9,12,83,75,3,155
106031125,0,3,0,0,0,3,3,0,12,155,103,20,285,14,6,26,307,195,3,514
106041126,0,3,0,0,0,7,19,7,32,151,105,15,268,48,21,74,338,310,8,654
106041127,0,3,0,0,0,3,0,0,7,35,39,5,76,4,9,9,89,52,0,135
106041128,0,0,0,0,0,0,4,0,9,73,57,3,134,4,5,13,146,74,3,224
106041129,0,0,0,0,0,0,3,0,3,63,64,5,136,19,12,29,161,125,3,296
107011131,0,9,0,3,3,11,15,3,30,322,290,31,638,42,39,84,721,544,10,1279
107011132,0,3,0,0,0,3,0,0,3,115,93,10,222,5,7,16,238,116,0,351
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,3,0,3,3,3,5,3,17,158,137,10,303,8,17,23,325,274,7,604
107011545,0,5,0,0,3,4,14,7,33,159,163,13,335,27,15,42,379,501,18,897
107011546,0,3,0,0,0,3,12,5,19,113,115,9,236,19,20,41,277,417,6,699
107011547,0,0,0,0,0,0,0,0,3,47,39,7,92,7,3,9,99,100,3,199
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,3,0,0,0,3,4,0,13,220,150,22,389,14,19,27,419,212,3,629
107031137,0,3,0,0,0,3,4,0,5,126,125,10,254,18,14,27,281,160,3,446
107031138,0,0,0,0,0,0,0,3,4,74,71,9,148,9,4,13,165,104,7,276
107031139,0,0,0,0,0,0,0,0,0,63,69,0,131,0,0,7,139,62,0,198
107031140,0,0,0,0,0,0,3,0,3,68,55,12,139,6,3,12,148,70,0,219
107031141,0,4,0,0,0,4,0,0,5,222,154,16,391,15,16,34,429,163,0,596
107031142,4,8,0,0,0,8,0,0,6,160,150,16,323,13,12,26,348,184,0,536
107031143,0,7,3,0,7,14,20,7,35,251,293,36,578,44,52,96,679,714,18,1409
107041144,0,3,0,0,0,0,10,6,19,259,196,31,487,24,18,42,536,390,9,937
107041145,0,3,0,0,0,5,18,5,25,192,196,12,407,32,27,62,468,430,11,905
107041146,0,9,0,0,0,9,9,3,18,254,179,17,449,17,22,40,483,301,4,796
107041147,0,0,0,0,0,0,0,0,6,110,76,12,195,9,3,10,207,62,3,273
107041148,0,3,0,0,0,3,0,0,7,131,87,14,235,8,4,12,243,115,0,356
107041150,0,4,0,0,0,4,9,0,9,234,213,24,467,17,16,37,506,330,8,836
107041548,0,0,0,0,0,0,3,0,8,160,68,11,238,7,9,24,254,175,3,439
107041549,3,7,0,0,0,7,7,0,15,218,143,22,385,16,22,45,424,261,4,693
108011151,0,0,0,0,0,0,4,0,7,37,33,0,72,7,6,16,86,114,3,201
108011152,0,7,0,0,0,7,14,3,24,148,198,13,356,23,24,49,405,345,3,751
108011153,0,0,0,0,0,0,5,3,7,35,61,5,99,11,9,17,117,125,3,247
108011154,0,0,0,0,0,0,5,0,8,57,65,3,129,10,0,15,141,157,3,299
108021155,3,4,3,0,3,4,30,10,43,157,206,22,379,40,24,65,446,541,19,1006
108021156,0,3,0,0,0,3,3,0,9,86,113,13,207,14,13,27,237,190,9,432
108021157,0,0,0,0,0,3,7,3,10,35,61,11,107,7,8,13,120,127,3,249
108021158,0,3,0,0,0,0,4,5,13,64,80,9,152,8,13,23,176,224,7,403
108021159,0,0,0,0,0,0,3,3,8,49,83,7,145,12,10,20,166,166,6,338
108021160,0,3,0,0,0,3,5,3,10,38,57,8,93,7,7,16,111,111,3,227
108031161,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7
108041162,0,8,0,0,0,8,9,3,15,140,190,18,351,21,16,36,386,280,12,679
108041163,4,13,0,0,0,13,9,6,32,352,339,26,723,32,38,73,790,445,13,1254
108041164,4,8,0,0,0,8,11,3,24,215,208,29,450,15,23,39,487,359,6,855
108041165,0,0,0,0,0,0,0,0,5,40,45,4,88,5,5,8,100,74,7,180
108041166,0,7,0,0,0,7,11,7,24,124,109,14,248,18,17,31,284,278,7,567
108051167,0,3,0,0,0,5,3,0,7,40,44,6,88,8,3,10,97,116,0,213
108051168,0,3,0,0,0,4,4,0,5,95,107,18,221,21,15,35,258,171,0,426
108051169,0,3,0,0,3,7,23,14,47,190,236,24,447,56,56,106,557,649,26,1233
108051170,7,6,0,0,0,4,3,3,17,74,103,12,190,15,19,39,228,250,10,486
108051171,3,8,0,0,0,6,8,0,14,54,81,7,141,13,11,15,157,167,3,324
109011172,0,4,0,0,4,6,3,3,10,200,131,11,341,15,19,33,369,158,3,529
109011173,0,3,0,0,0,3,3,3,11,117,131,24,270,28,16,39,312,206,5,529
109011174,0,0,0,0,0,4,5,0,10,120,88,11,217,14,15,28,241,166,3,407
109011175,0,4,0,0,0,4,8,4,12,88,79,11,179,12,12,20,194,167,5,367
109011176,3,3,0,0,0,8,6,9,22,162,179,25,370,33,32,70,436,335,8,776
109021177,0,0,0,0,0,0,3,0,3,31,41,0,73,0,6,5,80,49,3,126
109021178,0,0,0,0,0,3,10,4,14,47,58,4,111,3,7,9,119,115,3,245
109021179,0,0,0,0,0,0,7,0,8,21,20,6,48,3,7,6,58,47,0,100
109031180,0,0,0,0,0,0,3,0,3,55,61,6,122,10,11,18,145,81,3,223
109031181,0,3,0,0,0,3,3,0,13,57,64,4,123,10,3,7,136,84,0,222
109031182,0,3,0,0,0,3,10,0,13,81,91,11,186,10,14,19,203,143,0,349
109031183,0,0,0,0,0,0,3,4,9,35,54,9,95,0,0,0,99,69,7,172
109031184,0,0,0,0,0,0,0,4,4,57,46,10,110,0,0,4,117,55,6,175
109031185,0,3,0,0,0,3,7,5,7,86,75,9,170,7,9,17,191,121,7,317
110011186,3,8,3,0,4,10,14,7,33,286,228,18,532,29,26,57,585,389,15,993
110011187,0,3,0,0,0,3,3,6,8,40,38,5,80,7,6,11,94,86,6,179
110011188,0,0,0,0,0,7,0,0,3,56,60,9,128,10,8,13,140,83,3,227
110011189,0,0,0,0,0,0,0,0,3,26,22,3,52,3,0,5,56,44,0,104
110021190,0,3,0,3,3,5,6,4,18,76,76,9,161,14,5,22,181,184,3,375
110021191,0,8,0,0,0,8,18,5,24,113,142,19,277,28,25,57,338,317,11,657
110021192,0,0,0,0,0,0,3,0,3,38,41,8,84,13,3,19,103,97,0,196
110021193,0,0,0,0,0,0,3,4,11,32,44,6,82,8,10,16,94,108,6,210
110021194,0,0,0,0,0,0,0,0,0,52,50,6,110,13,14,27,138,134,4,280
110031195,0,0,0,0,0,4,17,11,34,118,66,9,193,27,11,34,235,254,16,502
110031196,0,3,0,0,0,3,6,0,14,51,31,4,85,11,5,12,98,94,6,202
110031197,0,3,0,0,0,3,3,4,12,75,63,10,149,8,11,23,177,132,3,320
110031198,0,7,0,0,3,9,3,3,11,47,30,9,76,5,3,9,86,89,8,176
110041199,0,3,0,0,0,6,11,5,23,105,89,10,203,17,18,35,236,171,6,418
110041200,0,3,0,0,0,3,3,5,10,46,38,3,84,9,0,9,97,79,3,179
110041201,0,0,0,3,4,3,3,4,14,82,63,5,146,18,16,37,182,172,7,356
110041202,0,8,3,0,3,10,19,11,36,291,227,31,551,34,30,69,615,422,14,1052
110041203,0,3,0,0,0,7,0,4,10,216,177,31,413,15,28,37,459,270,6,726
110041204,0,4,0,0,0,4,11,3,18,57,80,13,149,23,22,52,200,248,10,456
110041205,0,0,0,0,0,0,9,6,13,165,145,19,328,22,19,39,369,305,7,679
111011206,0,4,0,0,0,9,0,0,12,218,190,16,425,17,23,36,462,323,5,787
111011207,0,0,0,0,0,0,5,3,5,78,81,6,169,9,14,19,187,141,9,329
111011208,4,6,0,0,0,5,7,0,20,339,306,23,670,25,29,51,721,513,11,1241
111011209,0,4,0,0,0,4,8,0,14,363,262,22,640,37,31,64,704,478,8,1187
111011210,0,0,0,0,0,4,5,9,16,112,113,19,242,22,21,39,284,321,14,622
111011211,0,0,0,0,0,0,0,0,0,36,37,3,75,5,0,9,79,46,0,124
111011212,0,0,0,0,0,0,3,5,13,129,147,15,285,19,8,25,314,234,7,555
111011213,0,0,0,0,0,0,3,0,3,152,85,7,239,5,9,16,258,99,3,360
111011214,0,0,0,0,0,0,3,0,5,196,183,13,395,18,12,32,423,235,3,662
111021215,0,5,0,0,0,7,12,3,19,120,120,19,257,16,19,36,291,274,10,578
111021216,0,0,0,0,0,3,4,3,7,121,115,16,250,12,19,33,288,162,9,461
111021217,0,3,0,0,0,4,6,6,19,164,148,17,334,15,15,25,360,215,7,578
111021218,0,7,0,0,0,7,6,3,13,146,125,16,289,23,14,40,323,260,5,597
111021219,0,0,0,0,0,3,8,3,13,143,150,26,313,24,26,50,365,331,7,705
111021220,0,4,0,0,0,4,3,3,4,87,95,10,194,14,14,27,213,144,3,361
111021221,0,3,0,0,0,3,0,0,3,87,85,10,179,12,8,16,198,131,0,333
111031222,0,3,0,0,0,3,7,3,12,238,158,15,405,23,6,27,434,215,3,654
111031223,0,0,0,0,0,3,10,4,16,126,105,14,238,26,24,53,289,268,4,562
111031224,0,0,0,0,3,4,4,0,8,167,100,13,281,17,25,47,328,243,3,569
111031225,3,4,0,0,0,7,7,6,21,256,188,28,474,8,16,27,498,289,12,798
111031226,0,3,0,0,0,3,0,0,10,184,144,20,347,12,20,34,383,190,3,577
111031227,0,0,0,0,0,0,4,0,9,217,187,13,416,30,23,53,468,332,8,809
111031228,0,0,0,0,0,0,0,0,4,152,93,12,257,8,12,13,269,140,5,410
111031229,0,0,0,0,0,0,0,0,3,108,87,3,205,11,9,13,217,103,0,323
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,0,0,0,0,0,0,3,3,12,110,97,11,220,20,11,36,256,224,5,487
111031232,0,0,0,0,0,0,4,0,4,68,56,4,135,7,6,15,147,144,3,292
111031233,0,4,0,0,0,3,8,3,14,263,209,26,497,38,24,57,557,470,11,1036
111031234,4,3,0,0,0,5,7,5,15,172,142,12,332,22,21,38,370,284,3,658
111031235,0,0,0,0,0,0,3,3,8,111,120,4,239,11,8,23,260,170,3,432
112011236,0,4,0,0,0,9,18,9,31,196,251,23,471,14,22,38,509,362,8,887
112011237,0,3,0,0,0,3,6,3,13,203,183,24,407,13,32,40,451,235,5,691
112011238,0,4,0,0,0,4,0,0,3,59,88,3,151,3,14,14,168,63,0,236
112011239,0,4,0,0,0,4,4,0,10,105,200,15,315,9,17,27,345,167,4,513
112011240,0,4,0,0,0,4,3,0,7,75,142,5,220,8,13,16,241,125,0,370
112011241,0,0,0,0,0,0,3,3,6,51,56,5,116,16,9,21,134,116,4,256
112011242,3,3,0,0,0,3,0,0,8,105,96,5,209,4,9,8,218,85,0,301
112011243,0,3,0,0,0,3,8,3,13,62,157,10,223,14,16,30,260,176,8,443
112021244,0,3,0,0,0,3,13,6,29,131,129,16,270,27,16,49,317,371,13,701
112021245,0,0,3,0,3,8,10,3,19,40,66,7,112,13,3,18,125,164,3,292
112021246,0,4,0,0,0,4,11,3,19,205,177,21,405,27,21,51,453,298,8,756
112021247,3,3,0,0,0,3,3,0,8,50,72,16,139,20,12,28,164,184,4,353
112021248,0,3,0,0,3,7,9,4,16,233,256,21,515,28,34,63,573,423,11,1008
112021249,0,0,0,0,0,0,10,3,8,150,181,19,344,18,21,37,387,223,4,616
112031250,3,4,0,0,0,4,5,4,14,138,167,21,326,10,17,31,349,190,6,545
112031251,3,0,0,0,0,0,6,3,12,104,147,26,273,12,15,30,307,244,5,552
112031252,0,3,0,0,0,3,0,0,3,82,114,5,204,13,15,31,239,188,3,430
112031253,0,0,0,0,0,3,6,8,13,134,190,15,341,19,19,34,378,203,9,594
112031254,3,8,0,0,0,8,8,0,14,223,264,28,515,19,25,45,561,446,8,1016
112031550,0,4,0,0,0,5,6,8,15,217,191,23,432,15,25,37,472,307,10,787
112031551,0,0,0,0,0,0,3,0,3,29,22,3,56,3,3,8,61,26,0,85
112031552,0,4,0,0,0,4,7,5,12,100,101,10,208,14,13,27,231,211,7,451
113011256,0,7,0,0,0,8,18,9,33,242,151,12,405,18,19,36,443,285,22,749
113011257,0,4,0,0,0,4,9,0,13,122,81,7,217,14,11,25,234,178,8,425
113011258,0,0,0,0,0,0,5,7,9,105,86,7,204,13,13,18,225,172,7,404
113011259,0,0,0,0,0,0,3,3,8,51,68,3,125,5,4,11,138,114,8,260
113021260,0,0,0,0,0,0,3,0,0,28,30,6,61,5,4,8,65,43,3,113
113021261,0,0,0,0,0,0,4,3,7,75,70,9,157,13,8,14,172,126,6,305
113021262,0,0,0,0,0,0,3,0,6,46,28,0,80,3,0,8,85,64,3,151
113031263,0,0,0,0,0,0,7,0,7,66,56,7,130,14,6,23,150,146,3,300
113031264,0,0,0,0,0,0,0,3,5,40,35,0,77,7,3,10,82,54,7,140
113031265,0,0,0,0,0,0,3,0,3,69,58,7,129,8,0,9,139,107,0,243
113031266,0,3,0,0,0,3,3,0,11,39,66,4,113,3,6,11,121,130,3,261
113031267,0,3,0,0,0,3,12,3,19,261,156,11,433,13,16,32,460,242,8,714
113031268,0,0,0,0,0,0,0,3,3,53,23,4,82,0,4,4,89,29,3,121
113031269,4,12,0,0,0,12,16,11,38,333,207,28,570,21,25,54,622,419,21,1061
113031270,0,3,0,0,0,7,13,8,25,128,107,17,257,35,16,55,314,290,9,612
113031271,0,7,0,0,0,7,9,8,14,155,107,13,275,14,10,27,303,191,11,503
114011272,0,3,0,0,0,3,3,0,6,78,75,4,155,3,0,3,155,96,0,252
114011273,0,0,0,0,0,0,0,0,3,37,25,0,66,0,6,12,71,80,3,154
114011274,0,0,0,0,0,0,0,5,8,51,35,9,95,9,10,16,112,95,4,211
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,0,0,0,0,0,3,0,3,29,39,3,72,4,3,11,85,59,0,143
114011277,0,5,0,0,0,5,9,10,19,184,185,17,389,24,16,39,420,315,16,757
114011278,8,9,0,0,0,9,15,10,39,234,249,32,507,33,36,66,578,546,13,1135
114011279,3,5,0,0,0,5,19,3,25,127,196,17,337,25,23,49,385,347,18,745
114011280,0,0,0,0,0,0,9,0,6,17,37,3,66,3,0,3,69,103,4,171
114011281,0,0,0,0,0,0,0,0,0,23,29,3,54,3,0,6,59,50,3,108
114011282,0,3,0,0,0,3,10,3,17,133,185,14,332,19,18,35,373,286,11,670
114011283,0,3,0,0,0,3,3,0,4,33,55,9,93,3,4,13,106,69,0,178
114021284,0,4,0,0,0,4,0,3,9,127,111,8,247,5,9,18,262,170,5,443
114021285,0,3,0,0,0,3,0,0,5,76,68,5,154,3,8,14,172,83,0,255
114021286,0,0,0,0,0,0,4,0,5,96,100,12,203,5,4,7,211,142,3,355
114021287,0,3,0,0,0,3,7,0,12,110,110,18,240,6,9,9,250,187,3,438
114021288,0,0,0,0,0,0,0,0,0,39,24,0,68,3,0,3,71,40,0,112
114021289,0,3,0,0,0,3,3,0,3,64,57,8,125,4,6,9,137,65,0,199
115011290,0,3,0,0,0,3,3,5,8,325,155,20,501,18,13,29,534,297,5,829
115011291,0,3,0,0,0,3,0,3,5,185,103,10,296,14,7,24,317,117,3,441
115011294,0,0,0,0,0,0,0,0,4,76,31,0,108,0,0,0,109,37,0,152
115011296,0,0,0,0,0,0,0,0,3,91,52,3,149,0,3,6,153,108,0,260
115011553,0,0,0,0,0,0,0,0,3,109,67,9,179,3,5,5,186,78,3,266
115011554,0,0,0,0,0,0,0,0,0,50,13,4,66,0,0,0,67,35,0,102
115011555,0,0,0,0,0,0,0,0,0,140,53,10,201,3,4,15,210,121,0,338
115011556,0,3,0,0,0,3,0,0,6,139,49,3,191,3,5,14,203,103,0,312
115011557,0,3,0,0,0,3,0,0,0,63,33,3,96,6,3,5,102,49,3,148
115011558,0,0,0,0,0,0,0,3,8,241,103,13,354,11,6,21,383,169,9,553
115011559,0,0,0,0,0,3,4,3,7,259,146,10,416,5,11,22,431,156,5,600
115021297,0,9,0,0,0,9,3,3,11,231,139,16,383,11,7,14,402,199,11,604
115021298,0,3,0,0,0,3,0,0,4,45,45,4,96,3,5,8,98,54,0,157
115031299,0,0,0,0,0,0,0,0,3,22,9,0,35,3,3,8,45,30,0,74
115031300,3,7,0,0,0,7,5,6,16,254,157,13,426,15,16,25,449,238,8,700
115041301,0,3,0,0,0,5,0,0,10,125,73,9,211,7,4,9,219,111,0,330
