SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL10527,54,58,83,86,67,63,77,82,21,583
SAL10528,0,0,0,0,0,0,4,0,0,6
SAL10529,5,11,5,3,6,0,3,9,0,48
SAL10530,12,0,4,0,0,0,0,0,3,22
SAL10531,4,0,0,0,0,0,0,3,0,9
SAL10532,27,14,0,4,11,10,0,5,3,69
SAL10533,84,42,45,32,32,20,23,32,9,310
SAL10534,773,1249,524,444,499,386,150,274,62,4360
SAL10535,35,43,48,75,32,41,30,57,6,367
SAL10536,0,0,0,0,0,0,0,0,0,0
SAL10537,545,1093,380,310,526,221,179,152,64,3471
SAL10538,18,6,24,15,13,9,10,18,0,120
SAL10539,4,4,4,4,0,5,5,4,0,26
SAL10540,331,588,510,462,546,312,476,400,82,3724
SAL10541,10,3,0,0,4,0,5,12,0,37
SAL10542,53,84,94,78,59,46,30,40,4,491
SAL10543,0,0,0,0,0,0,0,0,0,3
SAL10544,138,151,115,70,102,41,65,68,7,760
SAL10545,44,84,64,32,58,30,30,27,7,374
SAL10546,121,162,247,124,120,81,149,113,24,1134
SAL10547,22,23,10,14,15,6,21,15,4,121
SAL10548,10,0,0,0,0,0,0,0,0,16
SAL10549,22,50,44,47,37,34,26,51,7,310
SAL10550,9,6,9,10,4,4,4,4,0,41
SAL10551,27,8,16,13,8,3,10,9,3,91
SAL10552,20,10,4,3,15,3,0,3,0,64
SAL10553,4,5,3,4,0,0,3,3,0,21
SAL10554,630,820,128,121,351,160,31,63,52,2371
SAL10555,4,0,0,0,0,0,0,0,0,4
SAL10556,31,28,37,16,36,11,21,20,5,204
SAL10557,17,0,6,0,3,0,3,3,0,39
SAL10558,19,12,0,3,6,3,8,8,0,57
SAL10559,0,0,0,0,0,3,0,6,0,10
SAL10560,45,52,29,62,29,12,23,37,13,296
SAL10561,15,16,12,5,13,9,8,7,0,86
SAL10562,4,0,0,0,0,0,0,0,0,7
SAL10563,26,3,3,4,0,0,4,17,0,58
SAL10564,11,18,24,10,12,13,24,8,4,135
SAL10565,22,41,25,24,15,9,6,10,3,149
SAL10566,545,935,419,341,588,324,250,246,100,3735
SAL10567,51,71,57,39,60,36,23,29,11,370
SAL10568,0,0,0,0,0,0,0,0,0,0
SAL10569,5,7,6,9,4,0,6,4,0,37
SAL10570,7,0,0,0,0,0,0,0,0,6
SAL10571,0,0,0,0,0,0,0,0,0,0
SAL10572,158,124,171,70,168,98,128,86,33,1031
SAL10573,12,0,4,3,0,0,4,0,0,29
SAL10574,16,9,10,5,10,3,0,8,7,76
SAL10575,90,265,114,128,107,70,40,78,21,921
SAL10576,9,5,14,7,11,4,5,13,0,64
SAL10577,43,35,39,40,25,18,26,67,10,294
SAL10578,3,4,0,4,3,0,0,7,0,23
SAL10579,0,0,0,0,0,0,0,0,0,8
SAL10580,22,15,30,20,18,16,10,14,0,152
SAL10581,35,11,4,3,9,4,5,22,3,96
SAL10582,10,0,0,3,4,0,0,3,4,28
SAL10583,9,6,6,8,0,0,0,5,0,28
SAL10584,0,0,0,0,0,0,0,0,0,0
SAL10585,3,8,0,0,3,0,0,6,0,26
SAL10586,48,50,27,35,26,15,16,39,4,259
SAL10587,56,25,38,14,26,18,36,35,11,256
SAL10588,45,56,11,17,8,9,0,14,5,168
SAL10589,716,1188,1116,1175,758,639,735,745,164,7235
SAL10590,14,12,9,8,5,7,8,8,0,65
SAL10591,867,1752,237,233,380,233,32,82,72,3886
SAL10592,12,4,4,0,0,0,0,5,0,26
SAL10593,14,21,20,14,10,9,10,8,0,96
SAL10594,4,0,5,0,0,0,0,4,0,20
SAL10595,38,27,19,12,12,10,7,7,3,130
SAL10596,84,87,58,42,46,22,13,36,4,398
SAL10597,10,0,6,0,0,0,0,0,0,18
SAL10598,327,482,302,178,269,179,110,140,29,2019
SAL10599,7,4,0,0,0,0,0,0,0,17
SAL10600,17,34,12,15,7,7,5,8,3,104
SAL10601,17,0,0,0,3,0,0,10,0,22
SAL10602,8,10,4,0,10,4,0,10,0,48
SAL10603,25,18,12,12,7,3,0,4,0,71
SAL10604,16,4,15,3,10,3,0,6,0,62
SAL10605,115,207,118,100,88,68,20,55,16,791
SAL10606,28,31,36,6,28,15,11,10,4,164
SAL10607,7,14,10,15,6,7,13,9,0,75
SAL10608,0,3,0,0,6,0,0,0,0,7
SAL10609,17,24,40,32,40,21,21,23,4,221
SAL10610,19,35,19,10,11,10,3,8,0,110
SAL10611,8,0,0,4,0,0,0,0,0,20
SAL10612,6,0,5,0,5,0,0,3,0,11
SAL10613,0,0,0,0,0,0,0,0,0,0
SAL10614,12,4,0,3,5,3,0,10,0,27
SAL10615,14,4,9,4,5,3,5,6,0,52
SAL10616,7,0,4,0,0,0,0,0,0,20
SAL10617,16,29,20,12,15,6,8,8,0,108
SAL10618,124,199,143,115,84,67,32,88,16,866
SAL10619,9,11,5,3,9,6,7,8,6,59
SAL10620,18,4,0,0,0,0,0,0,0,24
SAL10621,0,0,0,0,0,0,0,0,0,0
SAL10622,33,48,48,26,36,30,16,32,3,282
SAL10623,7,7,8,6,3,0,3,4,0,35
SAL10624,3,0,0,0,0,0,0,0,0,5
SAL10625,10,24,11,17,14,7,6,7,4,105
SAL10626,32,28,23,19,19,16,15,22,0,178
SAL10627,17,11,19,5,11,4,8,4,0,75
SAL10628,3,0,0,0,0,0,0,0,0,6
SAL10629,4,0,0,0,0,0,0,0,0,3
SAL10630,7,0,0,5,0,0,4,4,0,22
SAL10631,8,21,14,5,8,7,6,9,0,79
SAL10632,13,3,6,7,6,0,3,6,5,47
SAL10633,0,3,0,0,0,0,0,0,3,15
SAL10634,15,3,0,0,0,0,3,3,0,27
SAL10635,5,0,0,0,0,0,0,3,0,10
SAL10636,0,0,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0,0,0
SAL10638,22,19,22,10,20,5,14,12,0,122
SAL10639,112,249,237,203,151,145,110,155,17,1386
SAL10640,0,0,0,0,0,0,0,0,0,0
SAL10641,5,8,9,3,3,0,6,3,0,43
SAL10642,142,211,253,228,200,120,123,180,18,1467
SAL10643,18,11,4,3,4,0,0,5,0,53
SAL10644,8,4,0,0,0,0,0,0,0,8
SAL10645,22,12,9,8,0,3,7,6,3,75
SAL10646,65,67,64,74,54,44,59,91,17,535
SAL10647,0,0,0,0,0,0,0,0,0,0
SAL10648,19,20,37,29,19,11,29,22,0,179
SAL10649,0,0,0,0,0,0,0,0,0,0
SAL10650,0,0,0,0,0,0,4,0,0,6
SAL10651,0,0,0,0,0,0,0,0,0,0
SAL10652,9,3,0,0,0,0,0,3,0,24
SAL10653,89,161,105,78,72,35,26,41,13,628
SAL10654,12,4,0,0,0,0,0,0,0,25
SAL10655,32,8,0,0,3,0,4,3,0,59
SAL10656,15,4,0,0,0,3,0,4,0,25
SAL10657,7,10,7,7,4,4,7,7,0,53
SAL10658,0,0,0,0,0,0,0,0,0,0
SAL10659,527,1036,415,399,380,178,121,183,38,3288
SAL10660,8,7,0,3,4,0,0,3,0,23
SAL10661,9,0,4,0,0,0,4,5,3,36
SAL10662,5,0,0,0,0,0,0,0,0,10
SAL10663,24,5,7,4,8,0,4,7,0,56
SAL10664,0,0,0,0,0,0,0,0,0,0
SAL10665,4,9,3,7,10,4,8,5,0,55
SAL10666,4,8,0,9,0,6,0,5,0,33
SAL10667,173,256,203,151,133,76,48,100,23,1164
SAL10668,55,20,28,31,19,11,17,44,3,212
SAL10669,153,264,125,97,116,68,21,60,10,913
SAL10670,14,0,0,0,5,0,0,4,0,35
SAL10671,10,3,0,4,0,0,3,0,3,20
SAL10672,0,7,0,0,0,0,0,0,0,8
SAL10673,9,4,3,5,6,5,3,9,0,33
SAL10674,3,0,0,0,0,0,0,0,0,12
SAL10675,4,3,10,4,0,0,10,3,0,33
SAL10676,0,0,0,0,0,0,0,0,0,3
SAL10677,0,3,8,4,0,0,0,0,0,24
SAL10678,10,4,5,0,0,0,0,5,0,30
SAL10679,209,476,121,111,267,97,121,99,39,1547
SAL10680,9,5,8,3,0,0,8,3,0,39
SAL10681,527,634,403,250,433,142,102,135,63,2689
SAL10682,42,22,22,23,23,15,24,22,7,200
SAL10683,39,13,14,6,8,4,0,10,4,104
SAL10684,14,13,21,13,3,7,5,16,5,96
SAL10685,30,6,0,0,0,0,7,4,0,51
SAL10686,3,0,6,3,0,4,8,5,0,34
SAL10687,12,12,9,3,4,9,0,10,0,56
SAL10688,13,22,10,10,24,5,12,9,0,105
SAL10689,21,0,0,0,5,0,4,4,0,42
SAL10690,16,4,9,3,5,0,7,9,0,41
SAL10691,0,4,0,0,4,0,4,0,0,9
SAL10692,8,0,0,0,6,0,4,0,0,24
SAL10693,80,95,78,68,65,47,31,88,8,559
SAL10694,108,98,56,38,70,25,23,20,13,443
SAL10695,8,0,4,5,4,0,0,3,0,25
SAL10696,20,0,0,0,5,0,0,11,3,37
SAL10697,27,4,4,0,3,0,0,9,0,55
SAL10698,257,345,84,81,125,96,17,53,18,1065
SAL10699,9,0,0,0,0,0,12,14,3,27
SAL10700,13,3,5,9,6,3,5,4,0,43
SAL10701,3,3,0,0,3,0,0,0,0,18
SAL10702,462,543,187,176,302,149,23,60,40,1951
SAL10703,21,22,20,14,22,12,7,4,5,129
SAL10704,8,0,0,3,0,0,0,0,0,12
SAL10705,61,47,16,23,21,7,10,14,3,194
SAL10706,27,19,14,16,14,11,12,6,0,114
SAL10707,41,15,0,10,4,0,9,13,0,101
SAL10708,4,5,4,0,6,0,4,3,0,34
SAL10709,67,119,133,113,63,76,25,84,9,698
SAL10710,42,83,75,37,43,34,28,58,8,408
SAL10711,5,0,0,0,0,0,0,3,0,17
SAL10712,34,8,6,3,5,9,8,9,0,86
SAL10713,47,18,21,13,26,9,12,25,4,180
SAL10714,19,9,5,7,13,5,9,9,0,67
SAL10715,12,0,4,4,0,0,3,4,0,28
SAL10716,917,2555,792,923,1009,736,364,918,263,8467
SAL10717,87,174,51,39,71,40,20,24,13,522
SAL10718,70,109,131,160,130,91,207,156,37,1085
SAL10719,6,0,0,0,0,0,0,3,0,16
SAL10720,0,0,0,0,0,0,0,0,0,3
SAL10721,67,118,100,69,57,39,47,52,14,554
SAL10722,9,13,0,0,0,0,3,0,0,33
SAL10723,18,18,13,15,16,9,8,6,0,99
SAL10724,100,121,231,114,136,93,126,129,18,1060
SAL10725,21,15,23,16,10,9,11,16,6,130
SAL10726,0,0,0,0,0,0,0,0,0,0
SAL10727,9,11,8,0,8,0,0,4,0,49
SAL10728,12,0,0,0,0,0,0,0,0,7
SAL10729,9,9,6,7,0,0,0,4,0,30
SAL10730,3,0,0,0,4,0,0,0,0,7
SAL10731,559,732,430,471,225,247,82,335,101,3164
SAL10732,8,7,8,4,5,0,0,7,0,40
SAL10733,187,202,85,51,93,34,30,29,20,728
SAL10734,235,303,47,31,133,69,11,25,32,876
SAL10735,5,14,3,0,4,7,0,5,0,41
SAL10736,6,0,0,0,0,0,0,4,0,6
SAL10737,0,0,0,0,0,0,0,0,0,0
SAL10738,377,879,696,730,624,563,1099,1242,265,6476
SAL10739,198,400,260,212,295,210,402,343,78,2400
SAL10740,0,0,6,0,0,0,0,0,0,9
SAL10741,226,403,162,174,242,128,149,127,31,1648
SAL10742,4,3,0,0,0,0,4,0,0,17
SAL10743,0,0,0,0,0,0,0,0,0,0
SAL10744,8,6,11,18,4,11,14,10,0,82
SAL10745,3,3,3,0,0,0,0,6,0,15
SAL10746,0,0,0,0,0,0,0,0,0,0
SAL10747,283,465,332,307,267,220,136,202,26,2235
SAL10748,0,5,0,0,0,0,0,0,0,7
SAL10749,187,354,289,218,215,147,114,103,22,1650
SAL10750,11,0,3,0,0,0,0,5,0,20
SAL10751,13,12,14,4,4,4,3,3,0,65
SAL10752,4,0,0,0,0,0,0,0,0,12
SAL10753,20,0,0,0,0,4,0,5,0,30
SAL10754,8,52,5,154,40,143,17,67,7,493
SAL10755,6,0,0,0,0,0,0,0,0,5
SAL10756,104,170,143,137,89,91,49,104,12,896
SAL10757,55,60,37,32,39,27,12,30,0,294
SAL10758,12,4,4,8,8,4,8,4,0,42
SAL10759,13,4,3,0,6,4,0,9,0,39
SAL10760,0,0,0,0,0,0,0,0,0,5
SAL10761,0,3,3,0,4,4,12,6,0,35
SAL10762,21,32,22,13,12,19,11,10,0,128
SAL10763,86,162,68,82,74,55,20,46,5,609
SAL10764,3,0,8,3,0,0,4,0,0,26
SAL10765,10,0,0,0,0,0,0,5,0,15
SAL10766,94,142,161,90,155,83,126,98,18,959
SAL10767,235,390,444,387,463,237,387,353,62,2965
SAL10768,0,0,0,0,0,0,0,0,0,0
SAL10769,186,329,241,169,218,128,95,119,29,1517
SAL10770,9,23,0,10,0,0,0,3,0,52
SAL10771,248,278,170,144,162,100,61,67,17,1242
SAL10772,251,480,352,280,322,181,172,156,35,2229
SAL10773,0,0,0,0,0,0,0,0,0,0
SAL10774,608,1131,785,681,720,546,386,418,91,5363
SAL10775,9,0,0,6,0,0,0,4,0,12
SAL10776,0,0,0,0,6,0,4,0,0,14
SAL10777,979,1758,200,226,468,235,36,76,40,4007
SAL10778,4,0,0,3,0,7,0,3,0,20
SAL10779,613,1490,767,829,944,589,766,671,158,6820
SAL10780,1079,2825,355,509,641,355,76,144,71,6060
SAL10781,929,2098,1202,1332,1155,931,702,1341,296,9993
SAL10782,0,0,0,0,0,0,0,0,0,0
SAL10783,14,12,16,8,3,3,0,6,0,69
SAL10784,130,200,62,37,100,48,27,31,18,642
SAL10785,0,0,3,0,0,0,0,0,0,12
SAL10786,17,0,0,0,0,0,7,9,0,29
SAL10787,57,73,46,41,27,25,17,35,6,340
SAL10788,9,0,0,0,0,0,0,3,0,14
SAL10789,54,73,63,52,76,42,20,55,5,446
SAL10790,298,581,408,365,512,334,595,680,140,3919
SAL10791,237,604,341,350,407,268,476,500,104,3282
SAL10792,92,56,11,20,29,21,12,19,6,265
SAL10793,30,17,15,3,12,11,8,6,3,100
SAL10794,6,0,0,0,0,0,0,0,0,9
SAL10795,233,148,126,116,95,72,63,135,13,1005
SAL10796,566,1324,476,450,645,375,208,352,101,4499
SAL10797,20,35,55,47,41,32,27,61,4,320
SAL10798,51,31,27,19,33,9,26,28,9,234
SAL10799,5,4,5,3,0,0,0,3,0,20
SAL10800,3,3,0,0,0,0,0,0,0,9
SAL10801,11,7,9,8,4,5,3,9,0,51
SAL10802,0,0,0,0,0,0,0,0,0,0
SAL10803,40,49,53,27,42,21,35,25,10,299
SAL10804,9,5,3,0,0,0,0,4,0,32
SAL10805,38,10,5,0,4,4,8,9,3,84
SAL10806,3,3,5,0,4,0,0,3,3,19
SAL10807,42,14,17,12,16,0,12,5,0,123
SAL10808,262,617,489,449,385,281,190,285,31,2984
SAL10809,85,201,82,74,94,40,26,58,10,668
SAL10810,155,266,242,266,201,141,115,149,16,1540
SAL10811,63,78,37,37,49,17,18,18,5,323
SAL10812,50,38,48,18,40,13,31,21,4,274
SAL10813,38,3,6,4,4,0,4,8,6,72
SAL10814,1020,1548,935,729,1016,528,297,382,104,6561
SAL10815,1392,1659,759,612,1057,546,162,297,91,6565
SAL10816,0,0,4,3,0,7,3,0,0,23
SAL10817,1735,4365,1146,992,1842,909,435,612,255,12295
SAL10818,561,1317,523,504,738,479,289,444,117,4962
SAL10819,193,362,157,88,250,97,153,90,50,1434
SAL10820,0,0,0,0,0,0,0,0,0,0
SAL10821,23,18,8,9,8,5,0,9,0,82
SAL10822,19,8,0,3,9,5,13,8,0,63
SAL10823,0,0,0,0,0,0,0,0,0,3
SAL10824,0,0,0,0,0,0,0,0,0,0
SAL10825,51,164,125,143,129,70,169,141,38,1032
SAL10826,38,3,8,3,10,0,17,24,0,116
SAL10827,13,4,7,7,7,7,7,8,0,67
SAL10828,3,0,0,0,5,0,0,0,0,9
SAL10829,159,361,135,144,112,67,49,74,16,1105
SAL10830,3,4,3,0,0,0,0,0,0,12
SAL10831,32,15,22,12,11,5,16,23,0,143
SAL10832,4,0,0,4,0,0,4,0,0,17
SAL10833,8,6,8,12,8,3,6,6,3,69
SAL10834,0,0,5,0,0,0,0,0,0,5
SAL10835,3,0,3,0,0,0,0,4,0,8
SAL10836,126,181,35,37,87,55,15,24,10,568
SAL10837,21,47,81,72,59,36,78,90,23,509
SAL10838,10,11,14,7,9,8,9,5,5,81
SAL10839,6,3,0,0,0,0,0,4,0,18
SAL10840,192,178,146,67,151,37,26,48,27,868
SAL10841,0,0,0,0,0,0,0,0,0,0
SAL10842,333,373,497,578,415,367,341,930,61,3893
SAL10843,54,13,3,5,8,5,9,20,0,121
SAL10844,309,451,64,60,130,91,14,34,22,1176
SAL10845,12,29,8,9,15,7,3,15,0,91
SAL10846,3770,6722,1544,1378,2831,1592,440,783,285,19349
SAL10847,9,3,14,3,8,3,12,13,0,68
SAL10848,392,625,47,75,149,93,15,31,31,1449
SAL10849,92,72,108,41,104,54,66,47,11,602
SAL10850,290,436,201,190,211,123,40,111,25,1638
SAL10851,715,1325,761,641,961,566,624,539,132,6266
SAL10852,75,79,133,122,101,111,54,116,19,815
SAL10853,0,0,0,0,0,0,0,0,0,4
SAL10854,15,10,3,4,5,6,3,9,0,47
SAL10855,166,234,205,116,191,109,117,126,24,1299
SAL10856,72,119,73,68,57,40,32,25,4,482
SAL10857,12,0,0,0,3,3,0,0,0,22
SAL10858,117,73,106,49,99,35,49,43,6,580
SAL10859,0,0,0,0,0,0,0,0,0,8
SAL10860,7,0,7,0,3,0,0,10,0,27
SAL10861,221,401,244,246,207,154,76,146,25,1726
SAL10862,41,29,45,16,34,18,10,17,0,220
SAL10863,13,26,8,4,7,0,5,8,0,70
SAL10864,427,594,374,272,552,290,279,262,41,3083
SAL10865,78,54,56,26,70,14,23,29,7,362
SAL10866,12,12,6,3,12,6,3,6,0,60
SAL10867,0,4,0,3,0,0,0,0,0,13
SAL10868,0,0,0,0,0,0,0,0,0,0
SAL10869,17,23,16,22,11,16,12,17,4,133
SAL10870,19,12,11,9,15,11,4,10,5,95
SAL10871,0,0,0,0,0,0,0,0,0,0
SAL10872,282,550,81,115,158,90,20,48,19,1362
SAL10873,4,4,5,0,4,0,0,0,0,18
SAL10874,0,16,6,0,0,0,0,3,0,24
SAL10875,28,27,18,14,10,7,12,17,6,139
SAL10876,28,30,21,12,8,17,11,15,0,139
SAL10877,455,574,923,916,484,550,639,841,120,5499
SAL10878,0,0,0,0,0,0,0,0,0,0
SAL10879,70,92,143,124,88,94,85,77,15,793
SAL10880,10,4,0,4,9,3,5,5,0,37
SAL10881,3,4,0,0,4,0,5,0,0,23
SAL10882,0,0,5,4,3,0,0,0,0,21
SAL10883,4,11,22,66,7,42,7,40,4,198
SAL10884,750,1869,1055,884,967,581,303,518,96,7029
SAL10885,6,5,5,0,3,0,0,7,0,30
SAL10886,10,12,15,3,12,10,5,3,3,76
SAL10887,0,0,3,0,0,0,0,0,0,8
SAL10888,99,105,179,176,113,97,116,153,18,1069
SAL10889,6,4,5,4,0,5,8,6,0,27
SAL10890,17,3,3,3,9,3,0,5,0,48
SAL10891,2126,4821,885,898,1502,934,245,528,238,12177
SAL10892,162,290,53,46,99,47,7,22,22,735
SAL10893,14,8,13,7,10,10,7,8,0,78
SAL10894,16,18,13,7,5,3,0,5,4,65
SAL10895,202,484,61,69,144,73,16,32,10,1085
SAL10896,17,7,3,0,0,3,0,0,0,31
SAL10897,1706,3546,637,637,1394,665,192,314,152,9248
SAL10898,353,748,504,426,611,319,441,452,115,3975
SAL10899,4,0,0,0,0,0,0,0,0,10
SAL10900,274,372,204,150,273,115,77,97,26,1585
SAL10901,5,3,0,0,0,0,0,0,0,9
SAL10902,18,30,16,13,16,14,5,13,0,130
SAL10903,16,13,4,16,3,3,5,16,0,83
SAL10904,51,59,81,60,49,37,26,87,21,475
SAL10905,0,3,0,0,0,0,0,0,3,10
SAL10906,612,1825,306,410,481,323,82,194,75,4306
SAL10907,559,935,486,342,699,319,298,283,74,4002
SAL10908,316,578,352,277,352,219,201,145,37,2472
SAL10909,399,562,102,96,236,105,29,29,30,1592
SAL10910,90,154,142,141,140,103,56,113,16,957
SAL10911,48,92,77,69,57,39,25,37,4,449
SAL10912,5,0,0,3,0,0,0,0,0,11
SAL10913,0,0,0,0,0,0,0,0,0,0
SAL10914,134,157,36,31,59,43,3,23,9,484
SAL10915,9,8,13,6,5,7,3,6,0,45
SAL10916,3,0,0,0,0,0,0,3,3,16
SAL10917,278,471,358,305,477,205,297,229,71,2689
SAL10918,8,12,17,10,17,3,15,9,5,95
SAL10919,121,161,229,104,147,81,119,99,25,1086
SAL10920,6,13,15,0,13,0,3,10,3,69
SAL10921,53,51,54,42,42,28,21,30,3,316
SAL10922,92,135,24,24,37,23,0,4,9,340
SAL10923,51,78,59,86,49,79,103,96,26,637
SAL10924,9,18,11,12,7,3,0,4,0,68
SAL10925,5,0,8,0,6,0,0,0,0,24
SAL10926,0,0,0,0,0,0,0,0,0,0
SAL10927,104,141,57,61,111,63,38,40,11,624
SAL10928,16,24,21,13,14,9,7,7,0,110
SAL10929,0,0,0,4,0,3,0,0,0,11
SAL10930,0,4,0,0,3,0,0,0,0,9
SAL10931,87,170,206,189,144,113,127,130,18,1196
SAL10932,5,10,3,0,5,0,0,0,0,22
SAL10933,70,137,65,55,71,29,32,31,0,486
SAL10934,234,337,36,53,94,58,3,22,19,856
SAL10935,31,33,22,12,19,14,7,22,3,167
SAL10936,0,0,0,0,0,0,0,0,0,0
SAL10937,652,1230,163,141,251,159,31,51,44,2737
SAL10938,71,138,73,53,45,33,8,40,9,474
SAL10939,19,10,18,8,10,12,11,47,0,123
SAL10940,4,0,0,0,0,0,0,0,0,5
SAL10941,10,6,14,10,6,5,11,4,0,57
SAL10942,147,221,113,67,115,60,37,29,11,800
SAL10943,19,43,9,14,9,7,4,0,3,106
SAL10944,10,3,0,5,10,0,4,7,0,32
SAL10945,0,6,0,0,0,0,0,0,0,10
SAL10946,11,19,13,12,13,7,4,10,0,88
SAL10947,8,0,6,0,6,7,0,4,0,31
SAL10948,165,195,337,133,175,105,306,180,27,1610
SAL10949,6,0,0,0,0,0,0,0,0,11
SAL10950,56,39,56,37,24,24,18,42,7,308
SAL10951,12,3,0,0,0,0,0,5,0,21
SAL10952,34,4,0,0,4,6,0,0,0,52
SAL10953,336,429,318,246,303,174,125,146,41,2116
SAL10954,0,4,8,0,0,0,0,3,0,12
SAL10955,7,0,0,0,0,0,0,0,0,17
SAL10956,0,3,6,0,0,0,0,0,0,8
SAL10957,7,4,8,10,0,0,0,12,0,38
SAL10958,11,15,11,14,3,8,0,10,6,72
SAL10959,1166,2112,1451,1690,1420,1211,498,1427,217,11184
SAL10960,0,0,0,0,0,0,0,0,0,0
SAL10961,0,3,0,0,0,0,0,0,0,9
SAL10962,3,4,3,0,3,0,0,0,0,14
SAL10963,3,0,4,4,0,0,0,0,0,17
SAL10964,229,78,57,47,75,13,54,68,11,635
SAL10965,384,715,211,209,408,187,203,162,41,2525
SAL10966,123,269,80,59,59,31,9,39,7,676
SAL10967,11,9,0,0,3,4,0,0,0,23
SAL10968,19,12,12,5,9,0,0,8,0,68
SAL10969,48,19,9,30,19,6,34,26,0,198
SAL10970,840,1188,540,357,532,333,131,195,63,4182
SAL10971,509,639,348,259,342,226,71,115,36,2551
SAL10972,48,48,28,24,26,6,10,17,3,214
SAL10973,17,7,10,3,8,6,6,3,0,64
SAL10974,0,0,0,0,0,0,0,0,0,7
SAL10975,51,13,9,0,3,0,0,9,0,90
SAL10976,30,12,22,6,15,8,14,10,4,118
SAL10977,4,7,4,0,3,0,4,3,0,30
SAL10978,22,13,13,3,11,0,3,7,0,64
SAL10979,38,36,37,43,19,16,20,37,11,258
SAL10980,0,0,0,0,0,0,0,0,0,0
SAL10981,0,0,0,0,0,0,4,3,0,12
SAL10982,0,0,0,0,0,0,0,5,0,5
SAL10983,6,12,11,3,5,3,0,3,0,37
SAL10984,19,15,40,13,22,7,20,27,4,157
SAL10985,105,117,181,126,111,83,67,94,13,909
SAL10986,0,0,0,0,0,0,0,0,0,0
SAL10987,298,396,446,403,537,277,603,419,109,3484
SAL10988,4,0,0,4,0,0,0,5,0,8
SAL10989,26,0,3,6,6,0,3,10,0,59
SAL10990,7,5,0,0,0,0,0,0,0,10
SAL10991,3,0,0,6,4,0,0,0,0,14
SAL10992,72,12,17,19,7,6,12,38,3,195
SAL10993,19,3,0,0,0,0,0,3,0,29
SAL10994,0,0,0,0,5,0,0,0,0,8
SAL10995,4,5,3,0,0,0,3,0,0,16
SAL10996,422,686,225,149,305,158,44,74,22,2088
SAL10997,12,4,0,0,3,0,0,0,0,21
SAL10998,31,0,4,5,3,4,5,10,0,63
SAL10999,1311,2180,618,507,1136,591,197,327,115,6986
SAL11000,528,915,267,208,436,227,88,173,44,2885
SAL11001,469,854,525,413,641,352,346,400,129,4136
SAL11002,256,148,159,169,137,87,167,132,20,1285
SAL11003,22,16,30,18,11,8,17,24,3,147
SAL11004,3,0,0,0,0,0,0,0,0,10
SAL11005,27,17,35,15,21,13,6,20,0,153
SAL11006,20,27,19,31,17,17,19,22,0,174
SAL11007,20,19,20,9,10,3,14,10,0,104
SAL11008,14,34,18,16,13,0,10,16,0,125
SAL11009,12,0,0,0,0,0,0,0,0,16
SAL11010,101,258,143,144,131,86,56,98,13,1033
SAL11011,21,10,14,4,10,4,3,12,0,78
SAL11012,15,23,28,15,13,5,5,15,0,125
SAL11013,256,435,116,73,243,135,42,50,23,1384
SAL11014,189,457,183,161,290,136,112,128,23,1687
SAL11015,1861,3930,742,641,979,522,109,241,180,9205
SAL11016,16,8,15,7,8,3,11,9,0,65
SAL11017,15,9,5,7,0,0,0,6,0,49
SAL11018,17,18,42,14,28,25,47,39,3,248
SAL11019,292,856,217,336,202,118,52,103,22,2203
SAL11020,18,3,3,0,0,0,0,3,0,31
SAL11021,10,0,0,0,3,0,0,4,0,13
SAL11022,45,22,14,4,3,4,5,18,6,128
SAL11023,23,14,24,18,9,11,3,21,3,137
SAL11024,120,62,70,40,42,27,50,70,17,491
SAL11025,158,167,160,158,123,67,88,97,18,1047
SAL11026,36,30,32,17,18,16,3,21,0,179
SAL11027,0,0,0,0,0,0,0,0,0,0
SAL11028,27,8,0,0,3,3,0,3,0,50
SAL11029,0,0,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,5,0,0,7
SAL11031,7,15,6,3,10,3,3,4,8,56
SAL11032,10,14,32,14,7,12,9,18,4,125
SAL11033,19,3,7,6,8,0,0,7,0,49
SAL11034,3,0,3,0,0,0,0,0,0,4
SAL11035,0,0,0,0,0,0,0,0,0,0
SAL11036,372,547,417,394,389,311,228,312,61,3020
SAL11037,3,12,13,5,9,8,0,3,3,56
SAL11038,21,23,19,20,19,21,8,24,8,159
SAL11039,0,0,0,0,0,0,0,0,0,0
SAL11040,0,0,0,0,0,0,0,0,0,3
SAL11041,50,22,47,37,29,27,34,32,12,288
SAL11042,8,6,0,0,0,0,0,0,0,10
SAL11043,208,194,143,190,113,97,89,175,22,1232
SAL11044,144,139,99,147,97,51,69,138,31,916
SAL11045,4,0,0,0,0,0,0,0,0,4
SAL11046,27,20,22,19,14,13,8,10,5,129
SAL11047,33,29,46,39,23,21,18,28,9,247
SAL11048,8,10,9,12,16,5,14,9,0,84
SAL11049,48,46,21,14,13,14,0,10,10,181
SAL11050,0,0,0,0,0,0,0,4,0,5
SAL11051,47,75,26,18,19,11,0,12,0,214
SAL11052,306,718,530,373,373,215,220,312,52,3095
SAL11053,322,383,357,369,253,226,210,342,46,2509
