SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
511041287,2822,2803,5626,186,204,392,11,21,34,6,5,12,14,10,25,0,0,3,394,457,849,0,3,0,3,0,3,0,0,0,0,0,0,425,501,928,15,14,29,11,9,17,632,727,1359,307,276,587,3762,3814,7573
511041288,3635,3809,7440,303,300,604,6,4,14,3,3,3,8,16,19,0,3,3,427,466,891,0,4,7,5,3,4,0,0,0,0,0,0,448,498,948,21,31,53,7,13,27,782,853,1633,385,381,772,4808,5042,9844
511041289,1420,1388,2806,106,124,233,0,0,3,4,3,4,0,0,3,0,0,0,93,91,187,0,0,0,0,0,0,0,0,0,0,0,0,100,94,197,0,3,6,0,3,5,218,230,443,151,142,298,1786,1754,3547
511041290,1111,728,1847,50,52,97,6,0,5,5,0,7,11,3,10,5,0,9,209,131,344,8,0,8,5,0,3,0,0,0,0,0,0,244,136,383,11,7,16,8,7,13,312,201,513,428,257,681,1853,1184,3042
511041291,1705,1348,3052,89,86,178,3,3,3,4,3,9,3,0,9,0,0,0,161,130,293,0,0,4,0,0,0,0,0,0,0,0,0,169,143,314,12,15,27,6,0,6,285,247,526,197,176,374,2184,1769,3949
511041292,2335,2168,4500,126,128,252,12,9,21,3,3,3,5,5,11,0,0,0,168,182,349,0,3,5,3,6,11,0,0,0,0,0,0,198,204,398,11,8,20,15,8,19,345,348,695,378,309,685,3054,2828,5884
597979799,259,11,272,0,0,0,3,0,3,3,0,3,4,0,6,0,0,0,45,7,53,0,0,0,0,0,0,0,0,0,0,0,0,62,8,69,11,0,15,0,0,0,73,12,84,71,8,80,408,26,434
599999499,814,434,1248,245,154,396,99,104,201,67,62,132,142,130,274,45,37,78,808,594,1395,15,15,22,32,17,52,4,7,13,0,0,0,1209,962,2166,189,195,387,44,36,84,1691,1346,3036,1020,617,1636,3518,2398,5915
601011001,2712,2838,5555,99,141,244,6,9,12,7,3,10,10,19,31,9,3,9,4,10,15,208,231,439,0,0,0,0,0,0,0,0,0,242,277,521,0,3,3,10,6,21,357,428,790,389,453,839,3467,3719,7185
601011002,2134,2192,4327,80,80,161,0,4,6,0,8,8,14,13,23,0,0,0,3,0,5,207,229,439,0,0,0,0,0,0,0,0,0,230,251,486,3,3,9,3,3,7,315,339,656,186,191,377,2634,2727,5362
601011003,1725,1726,3446,33,33,68,3,12,18,7,14,20,13,15,31,3,0,4,8,13,18,191,199,391,0,0,4,3,3,3,0,0,0,231,259,490,4,7,13,13,13,29,279,315,591,114,123,237,2114,2164,4273
601021004,2223,2536,4758,44,49,89,16,17,41,13,22,28,10,14,29,0,0,3,4,8,11,231,211,449,0,0,0,0,7,8,0,0,0,284,279,562,19,14,30,3,5,11,356,345,701,212,226,436,2785,3112,5893
601021005,3228,3172,6399,67,73,141,6,4,8,13,13,27,10,15,28,6,3,6,12,9,19,245,257,497,3,3,8,0,0,0,0,0,0,288,309,598,18,15,26,3,5,11,374,402,779,211,187,405,3821,3765,7584
601021006,1237,1401,2639,11,7,17,4,7,10,3,0,3,3,3,10,0,0,0,5,4,5,131,141,279,3,0,3,0,0,3,0,0,0,152,156,311,0,7,12,6,4,7,165,178,347,103,84,193,1511,1665,3180
601021007,3959,4428,8391,124,119,243,16,19,30,20,19,38,27,29,61,5,6,13,5,10,14,342,380,723,9,10,15,0,7,6,0,0,0,424,473,897,43,43,84,4,0,8,598,633,1234,330,327,661,4890,5393,10284
601021008,2661,3040,5703,57,77,141,19,13,30,23,29,52,23,23,43,3,5,7,6,6,18,281,319,596,0,0,0,3,0,3,0,0,0,359,396,752,15,28,45,7,8,15,443,508,953,237,316,555,3345,3863,7209
601021009,1743,1881,3621,41,41,78,10,7,12,10,4,11,14,10,24,0,0,0,0,0,3,217,254,470,3,0,5,0,0,0,0,0,0,244,280,521,18,26,42,3,0,4,305,339,649,176,205,382,2228,2431,4658
601021010,982,1063,2052,28,27,60,0,3,0,0,3,5,3,3,7,0,0,0,0,0,3,84,80,167,0,3,8,0,0,0,0,0,0,97,99,192,0,3,8,0,3,3,127,134,258,588,169,758,1695,1368,3059
601021011,2179,2464,4644,83,70,155,4,5,12,9,6,22,22,13,34,3,4,10,9,8,16,238,298,539,3,0,3,0,0,0,0,0,0,289,336,631,6,7,10,13,8,16,394,421,820,251,279,528,2827,3166,5994
601021012,1768,1754,3522,29,29,63,8,9,20,8,13,20,13,11,27,0,0,0,4,3,6,101,107,207,7,3,8,0,0,3,0,0,0,145,146,291,8,14,19,0,0,3,182,193,376,144,129,273,2095,2076,4169
601031013,1606,1614,3221,27,33,55,3,9,12,3,0,3,3,3,8,8,5,13,0,7,6,160,174,329,0,0,0,0,0,0,0,0,0,172,198,366,8,4,14,3,0,5,208,237,447,145,137,287,1967,1986,3947
601031014,2124,2179,4301,38,32,63,7,3,11,6,9,12,9,8,18,0,0,3,9,4,16,214,243,456,0,0,3,0,0,0,0,0,0,248,271,518,22,27,51,11,4,11,316,334,648,234,274,501,2676,2785,5460
601031015,2859,3174,6034,74,104,177,6,10,13,7,11,23,14,22,34,0,3,3,8,3,14,320,333,654,0,0,3,0,0,0,0,0,0,351,383,739,9,17,27,6,5,8,446,506,955,323,330,650,3623,4013,7640
601031016,1554,1593,3149,25,33,59,11,4,15,15,4,22,5,8,8,0,0,4,3,3,7,186,193,383,3,9,10,0,0,0,0,0,0,222,220,445,30,24,51,8,3,12,288,278,567,210,165,380,2053,2042,4098
601031017,4022,4360,8377,129,164,293,18,14,33,17,14,31,16,29,47,5,3,4,19,19,36,471,526,997,0,0,0,3,0,4,0,0,0,551,602,1156,46,34,86,13,15,26,743,817,1559,473,532,1004,5238,5714,10949
601031018,1734,1981,3712,28,34,60,14,15,28,3,3,10,15,11,24,3,0,6,6,7,14,189,264,449,0,0,0,0,0,0,0,0,0,225,297,528,14,19,31,4,0,4,274,348,620,238,259,498,2242,2585,4833
601031019,1981,2068,4050,27,28,53,8,10,19,20,17,32,11,14,28,6,0,5,0,0,0,212,235,442,0,0,0,0,0,4,0,0,0,261,277,531,42,39,78,9,0,10,333,340,679,240,263,501,2553,2670,5224
601031020,2544,2671,5214,155,184,338,5,3,12,14,14,30,15,10,27,0,4,3,5,6,12,164,179,340,0,0,0,0,0,0,0,0,0,197,223,424,3,3,9,9,11,20,369,429,791,253,280,531,3157,3375,6535
601031021,1467,1512,2975,15,20,30,6,9,15,11,14,27,4,7,10,3,0,8,5,10,11,192,200,386,0,0,0,0,0,0,0,0,0,220,239,456,32,39,62,3,3,8,266,294,564,153,174,319,1881,1977,3859
601041022,4267,4649,8908,152,166,320,36,33,73,24,27,46,29,27,53,0,0,3,12,14,24,392,447,842,3,6,12,3,4,10,0,0,0,509,556,1065,44,43,85,16,10,26,722,775,1494,359,367,727,5346,5785,11132
601041023,3827,4253,8080,145,179,331,26,42,67,39,45,78,37,45,83,10,4,13,5,6,16,342,385,727,7,5,13,10,8,17,0,0,0,475,536,1010,26,41,67,8,8,12,651,762,1421,351,346,691,4826,5358,10190
601041024,3064,3189,6251,128,140,270,12,22,38,10,10,23,27,24,47,4,11,17,12,15,20,210,230,442,3,9,10,0,0,3,0,0,0,281,318,605,10,8,21,7,5,14,426,478,900,219,237,456,3713,3901,7614
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,1409,1530,2938,15,31,50,8,6,21,12,9,24,4,9,16,0,3,3,8,6,9,104,120,220,0,0,0,0,0,0,0,0,0,131,155,288,16,12,33,9,6,10,181,205,381,116,117,229,1698,1850,3547
601051027,2363,2469,4829,132,122,256,42,55,93,66,70,134,49,55,106,14,11,28,7,11,26,499,522,1029,13,6,19,4,3,13,0,0,0,701,746,1445,116,154,272,21,16,36,978,1033,2010,493,436,926,3824,3943,7766
601051028,3176,3426,6597,62,64,128,15,14,31,37,44,79,14,11,30,6,4,10,9,14,22,291,298,586,6,0,6,4,4,11,0,0,3,382,392,773,34,41,68,5,7,15,485,499,984,307,341,648,3962,4268,8227
601051029,1680,1691,3367,32,32,73,16,17,31,29,28,60,9,12,19,7,0,7,6,8,16,259,239,501,8,3,8,5,4,10,0,0,0,328,318,644,94,119,216,0,3,5,465,474,935,157,155,314,2300,2313,4619
601051030,2180,2300,4481,64,57,117,18,18,37,21,32,53,21,19,41,10,8,17,12,13,22,282,305,583,0,0,0,0,0,0,0,0,0,368,396,762,49,63,106,10,9,17,492,519,1010,266,225,491,2936,3044,5979
601051031,4040,4286,8332,274,265,545,33,59,89,85,94,171,59,33,91,16,16,26,16,11,27,435,431,865,3,0,3,12,8,22,0,0,0,655,651,1304,246,315,566,9,9,26,1191,1240,2439,430,488,921,5670,6017,11691
601051032,2186,2384,4577,63,73,135,27,19,50,32,25,59,26,23,52,9,9,14,15,18,31,258,265,521,0,8,11,7,7,12,0,0,0,370,374,746,68,58,135,3,0,3,508,508,1012,222,221,440,2914,3118,6032
601051033,2141,2310,4451,46,44,95,17,20,40,45,48,92,12,17,35,3,3,9,15,17,34,261,286,540,3,0,4,4,4,4,0,0,0,355,403,759,44,43,87,7,4,9,452,496,948,195,224,414,2788,3024,5814
601061034,3035,2895,5930,131,135,265,13,15,25,30,27,54,23,15,40,3,3,9,13,9,26,192,209,394,3,0,7,0,0,0,0,0,0,273,283,554,9,15,21,11,10,21,421,435,858,330,312,638,3785,3648,7432
601061035,3231,3473,6706,120,140,256,36,29,65,12,17,33,25,34,56,7,4,11,10,3,13,287,305,591,8,3,7,0,0,0,0,0,0,382,396,778,15,15,30,3,18,21,517,570,1092,315,348,661,4069,4388,8459
602011036,1043,1039,2084,26,41,69,11,18,28,10,21,33,14,17,26,6,5,7,3,3,10,175,192,361,3,0,3,3,0,4,0,0,0,220,254,472,38,21,58,4,3,6,289,317,604,171,170,347,1503,1528,3035
602011037,1503,1649,3152,28,40,70,5,10,10,4,6,10,5,10,16,3,4,6,19,10,27,213,256,471,3,0,6,0,0,0,0,0,0,248,301,545,9,10,13,3,0,8,291,347,636,178,199,374,1967,2203,4167
602011038,1651,1737,3384,90,85,174,26,29,59,37,44,81,26,37,60,4,6,13,8,4,18,248,266,511,3,3,7,9,3,7,0,0,0,360,392,751,55,68,126,3,3,8,511,549,1058,332,322,657,2489,2609,5103
602011039,1613,1657,3266,37,27,59,7,7,17,7,3,10,4,6,12,0,3,3,16,9,18,160,182,336,4,3,8,0,0,0,0,0,0,199,209,408,5,4,17,0,10,10,246,248,493,132,135,266,1983,2040,4023
602011040,1349,1325,2677,47,42,86,10,7,20,15,7,23,8,3,9,3,6,9,0,0,4,191,179,364,0,0,3,0,0,0,0,0,0,222,213,435,83,57,134,9,3,14,355,306,668,189,158,345,1895,1793,3686
602011041,3163,3342,6501,165,195,354,24,12,38,27,20,41,20,11,28,5,5,11,15,8,24,361,438,800,0,0,0,0,0,0,0,0,0,447,500,944,128,78,209,6,7,17,748,777,1525,415,425,838,4317,4549,8863
602011042,1835,2128,3965,38,55,97,4,5,12,18,20,43,4,9,19,3,6,7,4,4,10,235,298,533,0,0,0,0,0,3,0,0,0,281,349,630,32,27,57,8,0,3,351,434,784,204,209,415,2388,2772,5162
602011043,1445,1638,3084,20,33,56,3,4,10,3,3,9,8,6,12,0,0,0,3,0,3,169,194,361,0,0,0,0,0,0,0,0,0,187,208,396,4,0,6,3,3,4,216,241,460,143,165,304,1801,2047,3850
602011044,2451,2722,5169,63,77,145,15,8,21,4,7,13,13,12,27,0,3,3,3,3,4,219,259,472,0,0,3,0,0,0,0,0,0,255,290,541,14,19,26,0,0,7,332,384,720,220,247,462,2996,3353,6350
602011045,1354,1464,2817,24,38,64,4,5,11,3,7,7,3,5,12,0,0,3,3,0,5,112,129,240,0,3,3,0,0,0,0,0,0,129,148,281,4,4,8,3,6,11,168,191,361,174,222,402,1692,1883,3570
602011046,2378,2568,4943,84,103,182,27,18,41,20,20,43,16,17,29,3,4,4,16,12,25,265,290,553,3,3,12,0,0,0,0,0,0,345,370,712,17,13,27,9,5,14,451,489,940,237,223,462,3067,3273,6341
602011047,1512,1746,3258,42,51,89,13,13,28,15,19,27,10,10,25,3,5,5,15,6,21,272,310,580,3,0,3,0,0,0,0,0,0,330,364,688,25,29,53,7,11,14,399,448,853,200,250,454,2113,2445,4561
602011048,1733,1939,3675,37,27,62,4,3,11,13,7,22,5,9,15,0,0,0,9,4,8,222,225,447,0,0,3,0,0,0,0,0,0,250,252,506,9,9,18,4,8,8,305,296,603,171,165,335,2212,2401,4617
602011049,1706,1804,3506,41,54,95,22,18,43,13,15,30,17,15,34,0,0,0,4,9,10,190,203,393,3,4,3,0,0,0,0,0,0,244,272,519,23,16,35,3,4,5,314,345,661,177,165,344,2194,2315,4507
602011050,1327,1412,2740,26,28,52,4,8,11,4,3,11,10,13,16,3,3,8,0,8,7,143,123,263,0,3,5,0,0,0,0,0,0,169,159,325,18,12,26,9,6,14,211,207,414,153,146,302,1691,1769,3454
602011051,1522,1656,3178,12,31,44,6,14,20,14,11,27,7,15,22,5,3,4,8,10,19,196,199,393,4,3,9,0,0,0,0,0,0,247,251,496,15,12,25,0,3,6,279,292,574,158,170,323,1957,2116,4075
602011052,1795,1929,3724,27,29,56,9,12,27,10,11,24,6,7,17,0,0,4,8,3,9,154,189,346,4,4,6,0,0,0,0,0,0,191,228,428,0,3,3,3,0,0,223,263,488,168,203,370,2189,2394,4583
602021053,1476,1510,2992,49,50,103,10,10,23,20,22,39,15,12,27,0,0,0,10,11,18,68,80,152,3,3,5,4,4,3,0,0,0,127,142,271,5,3,12,0,3,3,186,196,387,181,171,347,1851,1874,3728
602021054,2221,2273,4490,143,172,314,11,21,37,18,16,28,30,30,63,12,5,15,6,5,10,79,105,183,3,0,3,0,0,3,0,0,0,162,182,341,10,7,14,3,3,12,310,371,682,239,252,494,2773,2892,5664
602021055,2282,2319,4601,53,61,121,13,15,31,18,20,37,17,28,43,0,0,3,9,10,14,164,196,356,0,3,5,0,0,0,0,0,0,225,263,492,5,14,21,3,3,6,287,340,627,216,214,431,2786,2871,5662
602021056,1321,1334,2658,26,29,50,9,4,12,4,4,7,3,5,9,3,0,4,5,6,5,108,118,225,3,0,3,0,0,0,0,0,0,126,144,270,3,3,8,0,0,4,157,176,335,105,92,201,1591,1602,3195
602021057,1677,1615,3297,46,50,99,8,3,14,10,4,14,8,10,21,4,0,4,3,3,6,93,95,183,3,0,3,0,0,0,0,0,0,125,117,237,8,10,16,3,6,6,179,177,356,173,175,344,2025,1965,3997
602031058,1684,1551,3236,19,30,49,11,7,12,3,7,11,20,12,33,3,0,3,4,3,9,112,118,232,0,3,4,0,0,0,0,0,0,153,145,298,5,7,10,4,4,6,179,187,364,162,152,318,2028,1891,3918
602031059,2696,2647,5343,138,173,312,14,22,34,8,14,25,26,30,62,0,0,0,8,10,18,113,129,244,3,0,0,0,5,5,0,0,0,174,218,390,12,19,28,5,7,13,333,413,744,355,342,696,3381,3394,6779
602031060,1543,1580,3119,50,53,103,3,4,9,5,12,17,15,10,25,4,4,10,17,12,30,128,168,294,0,0,0,0,0,0,0,0,0,171,208,383,3,9,18,3,8,10,231,280,511,175,165,341,1950,2024,3970
602031061,1433,1382,2812,68,72,146,5,6,14,15,12,26,15,20,29,5,4,6,5,7,9,88,91,183,0,3,3,0,0,0,0,0,0,133,141,270,3,3,4,3,4,5,206,223,430,184,169,351,1822,1769,3595
602031062,2003,2070,4077,41,54,88,8,7,12,0,12,15,11,23,35,0,3,3,4,3,13,163,158,324,3,0,6,3,4,3,0,0,0,206,208,406,4,4,5,4,3,8,248,265,512,215,225,433,2468,2556,5021
602031064,2399,2331,4734,159,155,315,27,29,55,16,14,32,18,30,48,7,8,15,17,12,28,105,120,222,3,0,4,0,0,0,0,0,0,200,210,407,8,11,14,3,7,13,361,381,741,297,261,562,3065,2971,6043
602031099,395,347,736,8,15,25,3,0,3,6,3,9,8,8,9,0,0,0,3,5,3,16,15,31,0,0,0,0,0,0,0,0,0,32,28,59,0,0,0,0,0,0,40,42,90,51,20,69,483,412,895
602031100,2636,2626,5258,207,200,404,11,17,30,18,10,29,25,25,55,3,9,13,7,4,7,88,86,174,6,3,11,0,0,0,0,0,0,149,163,311,8,11,18,3,9,12,370,378,745,286,267,555,3292,3270,6559
603011065,910,789,1693,22,24,43,4,3,8,3,3,6,5,11,14,5,3,14,4,3,5,42,39,76,0,0,3,0,0,0,0,0,0,66,59,121,0,0,0,0,0,6,86,84,170,97,79,173,1087,947,2037
603011066,1331,1168,2497,18,18,41,8,8,12,0,0,4,9,11,19,0,0,0,6,7,14,94,85,171,0,3,3,0,0,0,0,0,0,114,114,228,7,3,8,4,3,11,146,141,283,161,133,292,1634,1440,3073
603011067,2611,2396,5011,54,76,128,0,7,13,7,3,8,10,10,25,4,0,4,7,7,19,127,146,276,0,0,0,0,0,0,0,0,0,162,178,341,0,5,5,5,4,6,217,265,484,261,246,504,3094,2907,5998
603011068,0,0,4,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,3,0,0,0,6,3,10,0,0,0,10,10,14
603021069,1255,1125,2378,37,31,70,6,8,20,12,7,21,12,8,21,3,3,6,8,9,14,62,69,133,0,0,0,0,0,0,0,0,0,101,109,208,7,13,23,4,3,9,148,157,307,131,106,237,1537,1391,2929
603021070,1645,1619,3262,78,74,153,29,31,66,6,13,15,20,20,44,4,11,17,20,23,47,99,128,221,0,3,0,0,0,0,0,0,0,184,232,415,12,7,22,3,7,12,281,317,593,177,171,349,2099,2111,4208
603021071,1495,1386,2875,53,67,118,23,24,49,11,7,19,27,25,45,8,7,12,10,13,26,47,59,103,0,3,4,0,0,3,0,0,0,127,140,274,11,20,28,3,0,3,198,225,420,175,155,336,1867,1769,3633
603021072,3306,3379,6687,181,185,365,23,22,48,15,13,24,31,29,55,10,10,23,22,23,49,159,175,326,0,4,5,6,3,8,0,0,0,261,279,538,20,20,36,3,3,3,463,484,948,270,297,566,4039,4159,8193
603031073,942,867,1812,51,52,98,4,3,6,9,3,10,6,6,16,0,0,0,7,3,4,48,51,98,0,0,0,0,0,0,0,0,0,69,69,144,3,0,4,0,5,5,126,127,248,145,147,294,1216,1143,2357
603031074,1746,1656,3407,86,87,180,17,17,31,10,12,29,5,3,10,7,3,14,8,11,19,94,92,188,0,3,3,0,0,0,0,0,0,149,146,298,4,14,21,0,3,9,248,253,506,221,214,433,2213,2129,4343
604011075,1159,1288,2446,38,49,82,3,7,11,5,5,16,3,7,12,6,4,12,5,5,7,146,156,308,0,0,0,0,0,3,0,0,0,171,188,358,0,3,5,0,0,0,212,241,454,117,113,234,1490,1643,3129
604011076,2088,2022,4110,35,28,63,8,11,22,4,3,6,16,17,37,3,0,3,9,5,14,101,110,208,0,0,0,0,0,0,0,0,0,143,155,301,0,4,3,6,5,11,178,193,378,235,223,454,2505,2443,4947
604011077,1322,1417,2733,47,50,96,7,11,15,13,10,22,13,11,29,3,4,3,3,3,3,140,198,346,0,0,0,0,0,0,0,0,0,181,240,425,15,7,18,3,6,12,247,304,549,134,144,280,1705,1862,3560
604011078,2333,2593,4928,72,91,159,17,17,28,14,7,18,14,13,27,11,3,14,7,0,5,242,285,530,0,0,0,0,0,0,0,0,0,301,330,630,10,9,21,10,23,28,387,452,841,235,274,505,2959,3317,6269
604011079,1907,2067,3968,85,78,160,8,13,18,13,15,22,17,17,28,0,0,0,13,15,32,141,162,311,0,4,3,0,0,0,0,0,0,189,222,414,3,3,9,6,3,6,285,303,592,219,187,400,2408,2559,4964
604011080,1315,1409,2726,35,35,69,9,9,11,7,5,14,4,3,9,0,0,0,3,7,9,120,135,262,4,0,6,0,0,0,0,0,0,146,165,304,3,3,10,3,0,4,185,203,387,126,117,244,1627,1730,3358
604011081,1493,1615,3106,61,71,134,14,10,21,9,5,9,8,8,18,6,4,7,6,3,9,123,116,233,3,0,3,3,0,4,0,0,0,165,148,309,0,4,4,3,3,8,234,219,450,160,157,314,1883,1993,3870
604011082,2617,2883,5497,107,136,240,3,7,9,16,18,29,16,28,46,3,0,3,8,7,14,215,222,435,3,0,3,0,0,0,0,0,0,264,283,545,9,6,11,6,5,13,384,429,811,245,238,486,3240,3545,6788
604011083,1576,1703,3276,41,44,81,10,3,8,0,0,0,11,11,19,0,3,3,0,0,0,194,202,393,0,0,0,0,0,0,0,0,0,212,220,432,3,5,10,5,6,11,264,273,538,160,183,342,2000,2156,4156
604011084,2313,2495,4810,136,141,282,13,5,15,7,3,13,17,17,34,0,4,4,0,6,9,158,142,303,3,0,3,0,0,3,0,0,0,205,182,388,6,11,17,8,0,8,348,334,686,247,294,534,2910,3124,6031
604021085,4869,5668,10539,263,369,635,35,22,53,40,28,71,35,43,79,4,7,12,19,19,36,436,483,914,0,7,9,0,0,4,0,0,0,570,613,1180,32,39,68,17,12,24,883,1027,1906,556,635,1195,6308,7327,13638
604021086,1699,1889,3586,48,75,127,16,16,37,10,4,15,13,12,18,11,12,22,3,3,7,177,196,372,0,0,0,0,0,0,0,0,0,227,248,468,5,7,12,4,6,12,292,329,621,229,228,452,2214,2451,4663
604021087,1744,1838,3581,81,74,156,3,3,13,6,5,17,5,10,18,0,0,3,4,5,6,132,163,291,0,3,3,0,0,0,0,0,0,160,192,348,6,11,17,0,6,9,250,276,523,174,189,363,2166,2303,4467
604021088,1279,1443,2723,49,37,85,0,7,7,5,9,12,8,13,20,3,5,5,3,7,10,145,168,311,0,0,0,0,0,0,0,0,0,164,205,369,6,7,15,3,6,9,219,250,473,125,135,262,1627,1828,3456
604021089,2140,2198,4343,110,144,250,17,18,32,16,16,31,22,14,37,0,4,5,13,17,34,181,176,359,3,0,3,0,0,0,0,0,0,253,246,499,6,10,16,6,12,16,380,412,792,234,210,441,2751,2821,5578
604021090,1189,1148,2336,16,16,34,7,4,14,4,3,10,13,9,22,4,4,4,0,3,3,127,101,222,0,0,0,0,0,0,0,0,0,157,122,276,3,4,9,8,0,8,178,145,321,125,93,223,1491,1387,2879
604021091,2576,2435,5010,83,83,170,19,14,36,22,15,37,22,24,52,4,3,11,6,6,17,93,110,210,3,7,5,0,0,0,0,0,0,172,190,359,14,11,29,8,6,15,283,287,570,259,259,510,3112,2980,6091
604021092,1273,1262,2541,25,21,52,3,5,9,0,6,7,23,14,37,0,3,3,3,0,4,109,118,219,0,0,0,0,0,0,0,0,0,134,146,282,8,9,15,3,0,3,171,176,351,86,107,196,1536,1548,3083
604031093,627,591,1215,51,43,95,5,3,8,9,12,21,14,13,20,4,0,4,0,3,3,20,13,31,0,0,0,0,0,0,3,3,4,51,48,97,6,3,5,4,0,4,115,86,204,53,84,145,790,765,1558
604031094,1634,1473,3105,101,96,191,12,16,26,4,13,21,19,12,29,6,4,10,10,8,17,85,100,189,0,0,3,0,0,0,0,0,0,139,151,287,6,13,19,3,4,6,249,259,512,196,173,368,2077,1907,3982
604031095,1472,1499,2971,147,144,287,7,14,19,5,9,11,4,7,9,3,0,3,10,6,19,103,102,206,0,0,3,0,0,0,0,0,0,134,136,271,13,3,16,3,3,6,290,288,583,149,139,292,1920,1926,3847
604031096,1543,1359,2902,50,45,92,6,11,21,20,20,41,13,18,30,3,0,3,6,9,16,75,89,161,0,0,0,0,0,0,0,0,0,120,149,270,4,0,8,3,3,7,177,200,375,149,122,268,1866,1680,3554
604031097,1672,1493,3159,117,114,229,16,8,24,28,23,54,30,40,66,6,5,9,13,17,32,47,58,106,3,7,6,0,0,0,0,0,0,152,156,304,9,12,13,8,6,9,275,282,558,195,190,385,2140,1965,4103
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,32,16,47,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,10,7,13,3,0,3,0,0,0,11,7,22,4,0,9,49,21,68
699999499,112,66,176,46,30,72,10,16,32,19,10,31,25,31,59,3,6,13,9,13,24,127,126,253,5,0,4,4,0,4,0,0,0,207,205,415,20,21,39,3,3,8,279,258,540,128,63,188,516,391,909
701011001,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,9,7,18
701011002,1635,1173,2805,178,162,346,75,68,150,64,50,114,155,125,280,37,23,54,91,55,150,8,4,12,365,342,706,7,3,16,0,0,0,793,680,1477,270,256,524,16,7,25,1257,1111,2369,713,509,1221,3598,2792,6393
701011003,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,14
701011004,1092,1065,2160,32,36,65,12,15,32,37,24,59,36,36,74,10,14,26,29,30,61,0,3,3,168,191,359,0,5,9,0,0,0,296,321,617,44,51,98,10,5,16,382,410,798,192,172,359,1659,1656,3313
